object_id,submodel,sim_av,TDE_INDEX,Rph0,Tvis,b,bhmass,eff,lphoto,starmass
  92402584,1,  0.2272, 585,  3.4083,  0.3419,  1.0144, 0.3944E+06,  0.0265,  1.5969,  1.1125
  92420537,1,  0.4311,  88,  4.7250,  0.0100,  0.9186, 0.1811E+06,  0.0229,  1.5283,  1.2335
  92438084,1,  0.1865, 549,  5.3888,  0.0083,  0.9958, 0.2845E+06,  0.0191,  1.5103,  1.2343
  92442731,1,  0.2224,  16,  3.2260,  0.0736,  0.9944, 0.1439E+07,  0.0256,  1.6686,  1.0935
  92458205,1,  0.0788,  30,  6.4208,  0.2414,  0.9539, 0.3897E+07,  0.0100,  1.7914,  1.0222
  92486193,1,  0.1082, 102,  3.0617,  0.0416,  0.9742, 0.2079E+06,  0.0351,  1.5876,  2.0108
  92499795,1,  0.0945, 644,  2.7792,  0.1718,  0.9920, 0.2338E+06,  0.0365,  1.5434,  4.1077
  92502705,1,  0.3045, 374,  2.9940,  0.0550,  0.9624, 0.6212E+07,  0.0261,  1.9208,  1.3133
  92503690,1,  0.5315, 263,  6.1420,  0.0375,  0.9092, 0.4896E+06,  0.0182,  1.5404,  3.2743
  92513492,1,  0.5580, 368,  9.1408,  0.4334,  1.0112, 0.1273E+07,  0.0065,  1.6882,  1.0469
  92529037,1,  0.2472, 206,  2.8364,  0.2319,  0.9139, 0.1024E+07,  0.0403,  1.6658,  1.1184
  92530796,1,  0.2240, 249,  3.5278,  0.1960,  0.9138, 0.2302E+07,  0.0224,  1.5315,  1.5703
  92531343,1,  0.5813, 543,  2.7253,  0.1433,  0.9003, 0.2130E+07,  0.0390,  1.5845,  2.1758
  92538712,1,  0.4505, 403,  3.8758,  0.1298,  0.9591, 0.1569E+07,  0.0228,  1.5840,  1.0456
  92544614,1,  0.0646, 314,  4.5718,  0.3224,  0.9540, 0.4286E+06,  0.0217,  1.5618,  1.4030
  92561178,1,  0.1248, 489,  2.0978,  0.2053,  0.9251, 0.1492E+07,  0.0427,  1.6068,  1.0317
  92565603,1,  0.0918, 707,  3.4128,  0.1010,  0.9667, 0.2206E+07,  0.0304,  1.7134,  1.2920
  92568314,1,  0.1973, 380,  6.3028,  0.0055,  0.9365, 0.4444E+06,  0.0193,  1.5230,  1.0284
  92568593,1,  0.0320, 363, 12.5556,  0.0212,  0.9255, 0.5189E+06,  0.0109,  1.5378,  1.9030
  92569119,1,  0.2988, 420,  6.0856,  0.0254,  1.0159, 0.1689E+07,  0.0095,  1.5984,  1.1019
  92572270,1,  0.2834, 604,  4.6158,  0.2188,  0.9891, 0.9231E+06,  0.0152,  1.6804,  3.9512
  92585282,1,  0.4144, 163,  7.6653,  0.0739,  0.9567, 0.5005E+06,  0.0144,  1.5306,  1.1497
  92597416,1,  0.2911,  49,  2.9749,  0.0941,  0.9272, 0.1865E+07,  0.0273,  1.6379,  1.2823
  92600789,1,  0.4381, 377,  3.8833,  0.0082,  0.9707, 0.1717E+07,  0.0322,  1.5502,  1.0946
  92618750,1,  0.0172, 331,  5.5123,  0.1522,  0.9548, 0.9000E+06,  0.0173,  1.5434,  1.5366
  92619807,1,  0.0926, 431,  3.2604,  0.0313,  0.9455, 0.2364E+07,  0.0269,  1.6270,  1.1513
  92636378,1,  0.1453, 648,  4.1138,  0.1274,  1.0356, 0.3442E+07,  0.0129,  1.6950,  1.2467
  92647905,1,  0.3865, 397,  4.4354,  0.2134,  0.9521, 0.2033E+06,  0.0169,  1.4564,  1.6410
  92649519,1,  0.1953,   6,  8.6639,  0.2899,  1.0071, 0.2605E+07,  0.0121,  1.7902,  2.0474
  92651615,1,  0.5219, 705,  3.1452,  0.6199,  1.0155, 0.7610E+06,  0.0321,  1.7219,  1.1183
  92661094,1,  0.5468, 123,  6.1663,  0.0895,  0.9933, 0.8531E+07,  0.0079,  1.6930,  2.8245
  92665399,1,  0.0796, 377,  3.8833,  0.0082,  0.9707, 0.1717E+07,  0.0322,  1.5502,  1.0946
  92670227,1,  0.4447, 641,  4.8489,  0.7625,  1.0020, 0.2724E+06,  0.0200,  1.5465,  2.7173
  92686769,1,  0.7249, 689,  4.6232,  0.0262,  0.9520, 0.2257E+06,  0.0243,  1.5012, 13.1226
  92693624,1,  0.3344, 619,  2.9305,  0.0345,  1.0624, 0.1968E+07,  0.0212,  1.6558,  2.6509
  92716444,1,  0.2123, 188,  2.9919,  0.1115,  1.0509, 0.4791E+06,  0.0348,  1.6805,  1.0329
  92719886,1,  0.1805,  87,  3.7284,  0.9036,  0.9383, 0.1329E+06,  0.0286,  1.5055,  2.2157
  92739750,1,  1.2679, 180,  2.7438,  0.7655,  0.9716, 0.3483E+07,  0.0293,  1.7715,  1.0530
  92743641,1,  0.0831, 185,  5.0380,  0.3056,  0.9717, 0.7273E+06,  0.0232,  1.5553,  1.1444
  92751069,1,  0.2524, 693,  3.5674,  0.0156,  0.9627, 0.1053E+07,  0.0269,  1.6245,  1.5733
  92763594,1,  0.1284, 277,  7.4876,  0.0055,  0.9437, 0.5160E+06,  0.0128,  1.4859,  1.2932
  92771499,1,  0.0159, 415,  4.9637,  0.4200,  0.9600, 0.8200E+06,  0.0198,  1.6936,  1.3112
  92779006,1,  0.0989, 123,  6.1663,  0.0895,  0.9933, 0.8531E+07,  0.0079,  1.6930,  2.8245
  92786348,1,  0.1544, 405,  4.5102,  0.1501,  1.0124, 0.5315E+06,  0.0277,  1.7444,  1.0633
  92806161,1,  0.6028,  75,  4.0733,  0.0707,  0.9335, 0.2083E+06,  0.0253,  1.4870,  1.2062
  92809837,1,  0.0502, 293,  3.8702,  0.0345,  0.9856, 0.3867E+06,  0.0239,  1.7959,  1.0983
  92815499,1,  0.1971, 153,  4.5854,  0.2954,  0.9154, 0.2025E+07,  0.0157,  1.6450,  1.0136
  92830743,1,  0.7088, 568,  3.2695,  0.0080,  0.9960, 0.3892E+07,  0.0266,  1.8512,  1.0379
  92831846,1,  0.6197, 310,  3.5084,  0.3511,  0.9373, 0.9552E+07,  0.0191,  1.5962,  1.4903
  92839797,1,  0.0405, 550,  5.3706,  0.0136,  1.0044, 0.2457E+07,  0.0163,  1.7017,  1.0989
  92845432,1,  0.6244, 654,  6.6887,  0.3140,  0.9717, 0.5637E+07,  0.0123,  1.6983,  1.4844
  92857853,1,  0.2557, 122,  2.8032,  0.0234,  0.9194, 0.5308E+06,  0.0314,  1.5334,  1.0172
  92862005,1,  0.6010, 248,  4.0094,  0.0244,  0.9052, 0.1245E+07,  0.0197,  1.5467,  1.0387
  92863164,1,  0.1858, 512,  7.1742,  0.0209,  0.9726, 0.2436E+07,  0.0082,  1.6101,  1.3280
  92869745,1,  0.3564, 598,  2.9775,  0.0499,  0.9231, 0.1243E+07,  0.0234,  1.4763,  1.0112
  92884909,1,  0.3544, 619,  2.9305,  0.0345,  1.0624, 0.1968E+07,  0.0212,  1.6558,  2.6509
  92889792,1,  0.1674, 468,  6.8469,  0.0394,  1.0168, 0.2966E+07,  0.0090,  1.7832,  1.0295
  92895271,1,  0.3280,  40,  4.8898,  0.0196,  0.9173, 0.4649E+07,  0.0152,  1.7066,  3.3277
  92904664,1,  0.0177,  45,  4.5396,  1.0231,  0.9794, 0.3295E+07,  0.0229,  1.8175,  6.0885
  92906535,1,  0.6020, 249,  3.5278,  0.1960,  0.9138, 0.2302E+07,  0.0224,  1.5315,  1.5703
  92917550,1,  0.2796, 503,  5.1795,  0.3933,  0.9451, 0.1197E+07,  0.0136,  1.7558,  1.4877
  92924099,1,  0.0859,  97,  4.2341,  0.6375,  0.9918, 0.4248E+06,  0.0248,  1.5839,  1.0124
  92927761,1,  0.3359, 664,  7.4521,  0.0018,  0.9545, 0.2477E+07,  0.0085,  1.5726,  2.8146
  92962947,1,  0.3827, 531,  4.2575,  0.2761,  0.9543, 0.4595E+06,  0.0260,  1.6659,  1.0104
  92966690,1,  0.4044, 607,  2.1687,  0.0076,  0.9153, 0.3858E+06,  0.0604,  1.7546,  1.0480
  92966885,1,  0.3237, 164,  4.0251,  0.1227,  0.9339, 0.2482E+06,  0.0261,  1.5039,  1.1955
  92969633,1,  0.1805, 575,  7.6419,  0.0022,  1.0443, 0.5948E+07,  0.0063,  1.8133,  3.6025
  92981964,1,  0.0335,  95,  6.8602,  0.0024,  0.9235, 0.5713E+06,  0.0122,  1.5128, 13.0720
  92983541,1,  0.3825, 239,  4.0992,  0.0229,  0.9532, 0.4682E+07,  0.0118,  1.7219,  1.0739
  92986061,1,  0.3111,  50,  1.9312,  1.1099,  0.9736, 0.2473E+07,  0.0389,  1.9356,  1.0522
  92994907,1,  0.3854, 204,  6.1127,  0.0024,  1.0025, 0.5413E+07,  0.0082,  1.6971,  1.1306
  93004806,1,  0.1703, 228,  5.6917,  0.1944,  1.0025, 0.1088E+07,  0.0120,  1.6364,  1.8031
  93011920,1,  0.1986, 180,  2.7438,  0.7655,  0.9716, 0.3483E+07,  0.0293,  1.7715,  1.0530
  93020419,1,  0.2824, 317,  4.2019,  0.2378,  0.9483, 0.1718E+06,  0.0229,  1.4874,  1.5628
  93027360,1,  0.4466, 660,  5.4957,  0.3242,  0.9320, 0.7962E+06,  0.0158,  1.5234,  1.1593
  93029892,1,  0.7097,  31,  5.5909,  0.0308,  0.9348, 0.8645E+06,  0.0132,  1.5941,  1.1191
  93030625,1,  0.4917, 666, 11.7210,  0.0017,  0.8941, 0.9978E+06,  0.0069,  1.5453,  1.0136
  93033360,1,  0.2200, 673,  3.3200,  0.0674,  0.9653, 0.3861E+07,  0.0183,  1.7804,  1.4252
  93033373,1,  0.0623,  38,  3.4297,  0.0142,  0.8795, 0.3952E+06,  0.0511,  1.5379,  1.1358
  93058612,1,  0.2265, 460,  1.8566,  0.0245,  0.9718, 0.1983E+06,  0.1281,  1.6255,  1.0190
  93085840,1,  0.2300, 611,  3.6363,  0.0336,  0.9852, 0.3277E+06,  0.0209,  1.4790, 10.2556
  93098781,1,  0.1507, 297,  8.7818,  0.0020,  0.9899, 0.9257E+06,  0.0076,  1.8029,  1.1087
  93099614,1,  0.1416,  38,  3.4297,  0.0142,  0.8795, 0.3952E+06,  0.0511,  1.5379,  1.1358
  93107750,1,  0.6696, 410,  3.1827,  0.1216,  0.9375, 0.3480E+06,  0.0403,  1.5561,  1.0600
  93110864,1,  0.4459, 471,  6.8362,  0.1429,  0.9620, 0.2549E+07,  0.0133,  1.8397,  1.9532
  93128154,1,  0.1339, 261,  3.1301,  0.0203,  1.0513, 0.1594E+07,  0.0305,  1.6515,  1.0577
  93132255,1,  1.6141, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
  93152197,1,  0.1902,   7,  3.0560,  0.2296,  1.0180, 0.3587E+07,  0.0131,  1.6448,  1.0739
  93172236,1,  0.0539, 374,  2.9940,  0.0550,  0.9624, 0.6212E+07,  0.0261,  1.9208,  1.3133
  93178577,1,  0.1418, 191,  5.7400,  0.6313,  1.0796, 0.1119E+06,  0.0115,  1.4616,  1.6693
  93178810,1,  0.0504, 535,  4.5933,  0.5684,  1.0636, 0.4536E+06,  0.0162,  1.6781,  1.3598
  93184594,1,  0.1996, 552,  7.2629,  0.1147,  0.9852, 0.9442E+06,  0.0137,  1.6039,  7.9770
  93215795,1,  1.1781, 143,  9.2322,  0.0048,  0.9381, 0.7655E+06,  0.0107,  1.5438,  1.1995
  93221629,1,  0.1734, 194,  2.9881,  0.2388,  1.0121, 0.2082E+07,  0.0224,  1.5108,  1.6270
  93225240,1,  0.0272, 350,  8.9034,  0.2297,  0.9349, 0.3155E+07,  0.0085,  1.6049,  1.0914
  93244662,1,  0.2551, 664,  7.4521,  0.0018,  0.9545, 0.2477E+07,  0.0085,  1.5726,  2.8146
  93246305,1,  0.1081, 443,  5.0175,  0.0052,  0.9573, 0.2267E+07,  0.0138,  1.7050, 14.8795
  93250546,1,  0.1289, 522,  6.7200,  0.0382,  0.9378, 0.1222E+08,  0.0169,  1.7785,  2.3494
  93264788,1,  0.2093, 573,  5.2661,  0.5518,  0.9826, 0.9055E+06,  0.0118,  1.5220,  1.0995
  93266669,1,  0.2434, 568,  3.2695,  0.0080,  0.9960, 0.3892E+07,  0.0266,  1.8512,  1.0379
  93267195,1,  0.3002, 445,  3.7607,  0.0745,  0.9075, 0.6768E+07,  0.0115,  1.5052,  1.6334
  93268925,1,  0.0171, 432,  2.1168,  0.1556,  0.8811, 0.1186E+07,  0.0657,  1.4753,  1.3315
  93277646,1,  0.5551, 586,  9.6082,  0.0075,  0.9456, 0.2405E+07,  0.0081,  1.5842,  2.0639
  93282190,1,  0.3476, 594,  7.2434,  0.2447,  0.9931, 0.1043E+07,  0.0115,  1.5955,  1.1118
  93283858,1,  0.1405, 152,  2.3514,  0.1391,  0.9439, 0.1801E+06,  0.0646,  1.5647,  1.9618
  93289866,1,  0.1077, 245,  5.4176,  0.0043,  0.9848, 0.9782E+06,  0.0099,  1.6141,  1.5330
  93291094,1,  0.1486,  70,  6.4746,  0.3683,  1.0055, 0.1212E+07,  0.0112,  1.6028,  1.0323
  93296884,1,  0.5579,  51,  6.9471,  1.7348,  0.9801, 0.5389E+06,  0.0110,  1.6002,  1.0642
  93298378,1,  0.0119, 501, 13.0498,  0.0208,  0.9252, 0.4742E+06,  0.0063,  1.4867,  1.0476
  93315758,1,  0.4687, 520,  2.7863,  0.0180,  0.9071, 0.2329E+07,  0.0669,  1.4794,  1.0601
  93317061,1,  0.4653, 374,  2.9940,  0.0550,  0.9624, 0.6212E+07,  0.0261,  1.9208,  1.3133
  93319686,1,  0.0334, 537,  5.2438,  0.0074,  0.9732, 0.1599E+07,  0.0113,  1.7151,  1.2912
  93322451,1,  0.3532, 194,  2.9881,  0.2388,  1.0121, 0.2082E+07,  0.0224,  1.5108,  1.6270
  93332024,1,  0.1414, 340,  5.5171,  0.0358,  0.9315, 0.8141E+06,  0.0229,  1.6613,  1.0700
  93337901,1,  0.1029, 254,  3.3599,  0.0497,  0.9673, 0.1153E+08,  0.0189,  1.9320,  1.3405
  93341749,1,  0.2964, 690,  2.5401,  0.0595,  0.8853, 0.1873E+06,  0.0669,  1.5231,  1.0391
  93342546,1,  0.0971, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  93347028,1,  0.0207, 420,  6.0856,  0.0254,  1.0159, 0.1689E+07,  0.0095,  1.5984,  1.1019
  93353119,1,  0.4350, 287,  3.7477,  0.2881,  1.0156, 0.1570E+07,  0.0168,  1.6484,  1.1049
  93354784,1,  0.1077, 569,  4.5959,  0.2883,  0.9090, 0.1121E+07,  0.0235,  1.6148,  2.1732
  93367286,1,  0.0240, 591,  5.5432,  0.0041,  0.9902, 0.2987E+07,  0.0102,  1.7792,  1.7326
  93374765,1,  0.4311, 454,  3.2746,  0.1132,  0.9779, 0.1464E+06,  0.0381,  1.6336,  1.1800
  93405836,1,  0.8751, 343,  7.5807,  0.0385,  1.0370, 0.1202E+06,  0.0193,  1.6594,  1.1328
  93413500,1,  0.0635, 470,  3.1773,  0.2865,  0.9287, 0.1552E+07,  0.0288,  1.7321,  1.1005
  93426628,1,  0.2447, 112,  2.8257,  0.0620,  0.9179, 0.1609E+06,  0.0780,  1.5745,  2.1890
  93432755,1,  0.0191, 443,  5.0175,  0.0052,  0.9573, 0.2267E+07,  0.0138,  1.7050, 14.8795
  93436617,1,  0.7798, 709,  9.9786,  0.0134,  0.9464, 0.1916E+07,  0.0067,  1.6899,  1.2484
  93439581,1,  0.3171, 395,  2.7057,  0.1245,  0.9967, 0.9018E+06,  0.0339,  1.7630,  1.1988
  93441689,1,  1.1468,  10,  5.5472,  0.0645,  0.9682, 0.5041E+06,  0.0146,  1.5899,  1.5091
  93444321,1,  0.1530, 524,  9.7988,  0.0020,  0.9469, 0.3232E+07,  0.0074,  1.6790,  3.5860
  93477724,1,  0.3184, 720,  5.0194,  0.0031,  1.0318, 0.5354E+06,  0.0160,  1.5994,  1.0912
  93487826,1,  0.5054, 665,  4.2647,  0.2265,  0.9991, 0.3235E+07,  0.0155,  1.7252,  1.3472
  93490406,1,  0.1460, 158,  4.5443,  0.1606,  1.0538, 0.1190E+07,  0.0149,  1.6356,  1.0165
  93501775,1,  0.3311, 211,  4.9533,  0.0058,  0.9414, 0.1596E+07,  0.0253,  1.7806,  1.6625
  93508131,1,  0.0068, 336,  3.8150,  0.1069,  0.9631, 0.1462E+06,  0.0276,  1.5574,  2.2112
  93509560,1,  0.2239,  76,  2.7519,  0.5869,  0.9451, 0.2931E+07,  0.0271,  1.8457,  1.0521
  93523016,1,  0.0643, 255,  4.6342,  0.0408,  0.9217, 0.1546E+07,  0.0193,  1.5113,  1.1639
  93523224,1,  0.1961, 176,  9.2897,  0.3263,  0.9810, 0.9378E+06,  0.0137,  1.6343,  1.1270
  93527581,1,  0.2808, 743,  2.7786,  0.9813,  0.8947, 0.8916E+06,  0.0460,  1.4960,  1.3339
  93540875,1,  0.6520, 345,  6.2923,  0.1992,  0.9754, 0.2005E+07,  0.0111,  1.6753,  4.4051
  93542157,1,  0.1238, 411,  3.0344,  0.2416,  1.0195, 0.1672E+07,  0.0245,  1.7337,  1.0420
  93555651,1,  0.0323, 498,  6.7792,  0.0166,  0.9169, 0.7720E+06,  0.0199,  1.6134,  1.2868
  93571043,1,  0.1635, 686,  3.2586,  0.0475,  0.9385, 0.3187E+06,  0.0362,  1.5036,  1.0871
  93595045,1,  1.0001, 234,  6.2230,  0.1743,  1.0424, 0.3379E+06,  0.0121,  1.5216,  1.2214
  93608932,1,  0.0295, 543,  2.7253,  0.1433,  0.9003, 0.2130E+07,  0.0390,  1.5845,  2.1758
  93618316,1,  0.2135, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  93619356,1,  0.4555, 634,  3.2711,  0.0742,  0.9375, 0.6332E+07,  0.0216,  1.7578,  1.0121
  93625805,1,  0.0304, 646,  2.3520,  0.0999,  1.0478, 0.1129E+07,  0.0269,  1.7044,  1.7866
  93651623,1,  0.8053, 535,  4.5933,  0.5684,  1.0636, 0.4536E+06,  0.0162,  1.6781,  1.3598
  93657379,1,  0.3071, 648,  4.1138,  0.1274,  1.0356, 0.3442E+07,  0.0129,  1.6950,  1.2467
  93666408,1,  0.3015, 262,  5.3060,  0.0596,  0.9622, 0.9692E+06,  0.0110,  1.5401,  1.0135
  93686117,1,  0.1978, 212,  5.1050,  0.0103,  0.9965, 0.6026E+07,  0.0126,  1.7305,  1.2057
  93702077,1,  0.1720, 399,  3.4049,  0.0905,  1.0149, 0.1319E+06,  0.0447,  1.5032,  1.0319
  93703167,1,  0.0383, 255,  4.6342,  0.0408,  0.9217, 0.1546E+07,  0.0193,  1.5113,  1.1639
  93717055,1,  0.3602, 495,  3.2561,  0.5053,  1.0271, 0.1314E+06,  0.0364,  1.6667,  1.8508
  93720079,1,  0.2989, 333,  3.6774,  0.0992,  0.9731, 0.4908E+06,  0.0270,  1.7528,  1.4120
  93722406,1,  0.0323, 213,  7.4593,  0.1873,  0.9783, 0.2269E+07,  0.0094,  1.7257,  1.0847
  93725420,1,  0.1671, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
  93744661,1,  0.0197, 520,  2.7863,  0.0180,  0.9071, 0.2329E+07,  0.0669,  1.4794,  1.0601
  93756494,1,  0.8917, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
  93757727,1,  0.1001, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
  93767214,1,  0.7005, 574,  5.7570,  0.0513,  0.9931, 0.1961E+06,  0.0140,  1.5672,  1.1599
  93777182,1,  0.0250, 407,  6.7549,  0.6839,  0.9726, 0.3204E+06,  0.0124,  1.4889,  1.2179
  93781108,1,  0.1245,  33,  3.6687,  0.0186,  0.9362, 0.8476E+06,  0.0306,  1.6410,  1.0288
  93784925,1,  0.0273, 342,  2.9855,  0.0075,  1.0101, 0.6379E+06,  0.0598,  1.7077,  1.0425
  93795734,1,  0.0091, 179,  2.0928,  0.0526,  0.8984, 0.2959E+06,  0.0607,  1.7703,  1.2219
  93802776,1,  0.2088,  91,  3.6204,  0.0674,  1.0244, 0.3253E+06,  0.0201,  1.4918,  3.1923
  93803703,1,  0.3115, 325,  4.6937,  0.1233,  0.9875, 0.1502E+07,  0.0148,  1.6153,  1.2529
  93822046,1,  0.1617, 609,  7.6647,  0.3347,  1.0165, 0.6295E+07,  0.0071,  1.7168,  1.0405
  93823440,1,  0.0188, 728,  3.3045,  0.0718,  0.9146, 0.1231E+07,  0.0236,  1.7524,  1.0296
  93828613,1,  0.0701, 331,  5.5123,  0.1522,  0.9548, 0.9000E+06,  0.0173,  1.5434,  1.5366
  93831206,1,  0.5101, 195,  1.7278,  0.0339,  0.9303, 0.2818E+06,  0.0828,  1.3582,  1.0434
  93834540,1,  0.3170, 670,  5.7698,  0.0195,  1.0685, 0.8522E+06,  0.0179,  1.6143,  1.0137
  93835414,1,  0.2139, 602,  2.8721,  0.0535,  0.8689, 0.2964E+06,  0.0414,  1.4829,  1.0762
  93837739,1,  0.0172, 665,  4.2647,  0.2265,  0.9991, 0.3235E+07,  0.0155,  1.7252,  1.3472
  93846408,1,  0.3394, 725,  6.4527,  0.2752,  0.9928, 0.1044E+07,  0.0106,  1.5891,  1.2446
  93859777,1,  0.5037, 439,  6.6175,  0.0634,  0.9898, 0.5081E+06,  0.0115,  1.5579,  1.5768
  93860823,1,  0.4365, 432,  2.1168,  0.1556,  0.8811, 0.1186E+07,  0.0657,  1.4753,  1.3315
  93870055,1,  0.3264, 695,  6.1946,  0.0028,  0.9821, 0.1295E+07,  0.0126,  1.6645,  1.0888
  93877432,1,  0.2767, 445,  3.7607,  0.0745,  0.9075, 0.6768E+07,  0.0115,  1.5052,  1.6334
  93880547,1,  0.1276, 603,  5.2613,  0.0280,  0.9894, 0.2135E+07,  0.0158,  1.7944,  1.0230
  93885032,1,  0.8759, 590, 11.0267,  0.0767,  0.9847, 0.2096E+07,  0.0071,  1.6072,  1.2350
  93887612,1,  0.2433, 317,  4.2019,  0.2378,  0.9483, 0.1718E+06,  0.0229,  1.4874,  1.5628
  93895634,1,  0.6212, 471,  6.8362,  0.1429,  0.9620, 0.2549E+07,  0.0133,  1.8397,  1.9532
  93902477,1,  0.6368, 153,  4.5854,  0.2954,  0.9154, 0.2025E+07,  0.0157,  1.6450,  1.0136
  93903488,1,  0.7003,  50,  1.9312,  1.1099,  0.9736, 0.2473E+07,  0.0389,  1.9356,  1.0522
  93911220,1,  0.1827, 163,  7.6653,  0.0739,  0.9567, 0.5005E+06,  0.0144,  1.5306,  1.1497
  93915007,1,  0.0691, 266,  6.5955,  0.0478,  0.9522, 0.1494E+07,  0.0110,  1.6411,  1.0768
  93927540,1,  0.0187,  93,  4.8361,  0.2180,  1.0222, 0.3135E+07,  0.0109,  1.6418,  1.1659
  93929806,1,  0.0855, 536,  4.9412,  0.0051,  0.9680, 0.1294E+07,  0.0140,  1.6837,  1.3189
  93932013,1,  0.2159, 367, 14.8414,  0.0080,  0.9696, 0.1141E+07,  0.0074,  1.7110,  1.0240
  93939423,1,  0.0031, 151,  6.2211,  0.0473,  0.9632, 0.3594E+06,  0.0149,  1.4912,  1.2738
  93939758,1,  0.0087, 421,  2.7470,  0.4493,  0.9375, 0.1835E+06,  0.0504,  1.6242,  1.0405
  93972875,1,  0.5860, 545,  4.3714,  0.1679,  0.9423, 0.2572E+06,  0.0207,  1.5065,  1.0936
  93985806,1,  0.3410, 577,  6.9186,  0.0794,  0.9821, 0.2682E+07,  0.0075,  1.6907,  1.4237
  93990062,1,  0.1215, 176,  9.2897,  0.3263,  0.9810, 0.9378E+06,  0.0137,  1.6343,  1.1270
  93998130,1,  0.0295, 189,  3.6462,  0.3341,  0.9452, 0.3093E+07,  0.0180,  1.6296,  1.0323
  94010155,1,  0.3714, 258,  3.3865,  0.0050,  0.9119, 0.2715E+07,  0.0311,  1.7075,  1.4030
  94015327,1,  0.1192, 672,  3.9805,  0.0033,  0.9574, 0.2176E+07,  0.0231,  1.8649,  1.0905
  94015506,1,  0.6581,   8,  2.8746,  0.2733,  0.9381, 0.6160E+06,  0.0326,  1.6615,  1.1097
  94018211,1,  0.1645, 295,  4.5900,  0.0060,  1.0234, 0.3016E+07,  0.0145,  1.8010, 11.5960
  94029987,1,  0.8629, 527,  4.0060,  0.2244,  0.9698, 0.2519E+06,  0.0243,  1.4743,  1.8638
  94092279,1,  0.3257, 428,  1.9707,  0.1026,  0.9859, 0.1460E+06,  0.0563,  1.6849,  7.3021
  94097432,1,  0.1779, 108,  4.4257,  0.0430,  0.9685, 0.1767E+07,  0.0155,  1.6282,  1.0795
  94098306,1,  0.3183, 600, 11.3451,  0.0031,  0.9491, 0.7074E+06,  0.0060,  1.4843,  1.0713
  94103800,1,  0.6027, 276,  2.8936,  0.0643,  0.9701, 0.8661E+06,  0.0277,  1.5259,  2.6709
  94125466,1,  0.1221, 647,  2.5683,  0.0052,  0.9001, 0.4493E+07,  0.0472,  1.7013,  1.0551
  94127713,1,  0.0246, 353,  2.1511,  0.3068,  1.0667, 0.1094E+07,  0.0420,  1.8660,  4.6218
  94149647,1,  0.0082, 483,  2.7663,  0.0117,  1.0391, 0.6574E+06,  0.0397,  1.5666,  1.0215
  94154265,1,  0.2810, 449,  5.1567,  0.3338,  0.9554, 0.2760E+07,  0.0111,  1.6643,  8.2129
  94165743,1,  0.2719, 460,  1.8566,  0.0245,  0.9718, 0.1983E+06,  0.1281,  1.6255,  1.0190
  94166876,1,  0.0877, 463,  2.2448,  0.0409,  0.9767, 0.3092E+07,  0.0460,  1.8854,  2.6686
  94172395,1,  0.0838,  85,  5.4463,  0.0205,  0.9479, 0.5405E+06,  0.0233,  1.6985,  1.3051
  94172688,1,  0.0689, 153,  4.5854,  0.2954,  0.9154, 0.2025E+07,  0.0157,  1.6450,  1.0136
  94176252,1,  0.8655, 573,  5.2661,  0.5518,  0.9826, 0.9055E+06,  0.0118,  1.5220,  1.0995
  94181978,1,  0.0467, 295,  4.5900,  0.0060,  1.0234, 0.3016E+07,  0.0145,  1.8010, 11.5960
  94221849,1,  0.3982, 331,  5.5123,  0.1522,  0.9548, 0.9000E+06,  0.0173,  1.5434,  1.5366
  94240081,1,  1.4005, 329,  5.0803,  1.3646,  0.9490, 0.1578E+07,  0.0136,  1.5160,  3.8816
  94258122,1,  0.2199, 410,  3.1827,  0.1216,  0.9375, 0.3480E+06,  0.0403,  1.5561,  1.0600
  94289155,1,  0.0355, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
  94293841,1,  0.3867, 701,  4.1240,  0.0168,  0.9050, 0.1878E+07,  0.0193,  1.4825,  1.1029
  94313812,1,  0.0583, 479,  4.0308,  0.0700,  0.9916, 0.3866E+06,  0.0219,  1.5892,  1.0873
  94323937,1,  0.0379, 275,  2.6503,  0.0227,  0.9480, 0.5886E+07,  0.0497,  1.9042,  1.0146
  94342426,1,  0.4889, 295,  4.5900,  0.0060,  1.0234, 0.3016E+07,  0.0145,  1.8010, 11.5960
  94357988,1,  0.2585, 505,  5.1890,  0.0148,  0.9520, 0.1256E+07,  0.0173,  1.6413,  1.0194
  94406368,1,  0.6849, 131,  4.7610,  0.5862,  0.9837, 0.1838E+07,  0.0150,  1.6676,  1.3203
  94410053,1,  0.1893,  41,  4.2895,  0.1115,  0.9716, 0.3873E+06,  0.0317,  1.5896,  1.1303
  94425907,1,  0.2270,  58,  5.0852,  0.0100,  0.9760, 0.4124E+06,  0.0201,  1.5103,  1.3790
