object_id,submodel,sim_av,ILOT_INDEX,Mejecta,Vejecta,Mcsm,Rho,R0
  66748762,1,  0.0716,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  66781014,1,  0.4599, 197,  4.0776,  521.81,  1.7358, 0.135E-13, 84.7201
  66930625,1,  0.0656, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  66938559,1,  0.0487, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  66997656,1,  0.0281, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  67180610,1,  0.7871, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  67305983,1,  0.3533, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  67335811,1,  0.1302,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  67363179,1,  0.0419, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  67412148,1,  0.1400,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  67616730,1,  0.0295, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  67629845,1,  0.0278, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  67638929,1,  0.1597,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  67643459,1,  0.3077, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  67853623,1,  0.2367, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  67863786,1,  0.0723, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  67902555,1,  0.0171, 370,  7.2270,  420.22,  0.5906, 0.284E-13, 24.6938
  67955253,1,  0.0368, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  67984807,1,  0.0580, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  67997128,1,  0.1931, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  68229515,1,  1.2054,  64,  1.6907,  471.60,  1.6644, 0.233E-13, 83.0212
  68284534,1,  0.2519,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  68359804,1,  0.0191, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  68382420,1,  0.0476, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  68473244,1,  0.1515, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  68535007,1,  0.0430,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  68563485,1,  0.6507, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  68612043,1,  0.0528, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  68734987,1,  0.0586, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  68758812,1,  0.0703,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  68820494,1,  0.0767, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  68883021,1,  0.5330, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  68902002,1,  0.0069, 108,  7.3913,  791.22,  0.1044, 0.895E-14, 45.8690
  68939949,1,  0.0012, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  69204780,1,  0.4625, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  69226607,1,  0.6382, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  69347781,1,  0.5068, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  69393419,1,  0.0376, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  69464748,1,  0.0664, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  69577515,1,  0.0594, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  69645022,1,  0.0339, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  69863567,1,  0.1253, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  69874908,1,  0.6376, 193,  0.1603,  500.95,  0.8009, 0.591E-13, 32.8663
  69962159,1,  0.2060, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  69991366,1,  0.1555,  88,  0.7702,  629.54,  8.2966, 0.556E-13, 53.7001
  70056398,1,  0.3768,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  70056495,1,  0.0529,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  70101819,1,  0.1271, 110,  3.6669,  474.46,  0.2526, 0.783E-13, 38.6074
  70110984,1,  0.0680, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  70127930,1,  0.0582, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  70176404,1,  0.2654, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  70267324,1,  0.0870, 108,  7.3913,  791.22,  0.1044, 0.895E-14, 45.8690
  70399190,1,  0.0178, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  70438301,1,  0.3371, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  70476781,1,  0.0770, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  70598023,1,  0.0934,   9,  5.2808,  608.52,  0.8523, 0.837E-14, 51.0870
  70611775,1,  0.1994, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  70685362,1,  0.0380, 292,  0.7568,  477.86,  7.1267, 0.402E-13, 93.2287
  70730964,1,  0.1751,  88,  0.7702,  629.54,  8.2966, 0.556E-13, 53.7001
  70768657,1,  0.3357, 222,  1.1722,  684.77,  0.4273, 0.971E-13, 21.7206
  70953128,1,  0.0948, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  70981299,1,  0.0680, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  71148572,1,  0.3565, 108,  7.3913,  791.22,  0.1044, 0.895E-14, 45.8690
  71251994,1,  0.1467,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  71384496,1,  0.0622,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  71451157,1,  0.0242, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  71499387,1,  0.4525,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  71499754,1,  0.0647, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  71583826,1,  0.0058, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  71621204,1,  0.0339, 377,  1.7403,  519.37,  8.3669, 0.454E-13, 72.2676
  71671253,1,  0.0273, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  71765834,1,  0.0490, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  71793752,1,  0.0218, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  71864403,1,  0.1038, 152,  0.9262,  724.14,  0.7974, 0.707E-13, 23.6855
  71894110,1,  0.0199, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  71982317,1,  0.6769,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  72030718,1,  0.0402,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  72093913,1,  0.3864, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  72096764,1,  0.1736, 193,  0.1603,  500.95,  0.8009, 0.591E-13, 32.8663
  72285812,1,  0.1311, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  72387635,1,  1.0237, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  72511929,1,  0.0675, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  72549556,1,  0.6490,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  72740328,1,  0.4272, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  72826456,1,  0.1628, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  72868958,1,  0.0120,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  72929070,1,  0.0355, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  73143121,1,  0.0048, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  73145772,1,  0.3615, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  73248958,1,  0.0744, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  73290038,1,  0.4981, 152,  0.9262,  724.14,  0.7974, 0.707E-13, 23.6855
  73342913,1,  1.4657,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  73394301,1,  0.1313, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  73421513,1,  0.1908, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  73443670,1,  0.0939, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  73603926,1,  0.1837, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  73659888,1,  0.5439, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  73689107,1,  0.1702,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  73691424,1,  0.0467,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  73745014,1,  0.0707, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  73826647,1,  0.0893,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  73855186,1,  0.5154,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  73869331,1,  0.0235, 132,  3.1007,  744.98,  0.4499, 0.127E-13, 50.5804
  73919620,1,  0.0780,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  73942953,1,  0.3050,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  73953051,1,  0.0427,  11,  0.7801,  983.62,  0.2347, 0.762E-13, 16.9347
  73972186,1,  0.2588, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  73978987,1,  0.2010, 112,  0.2436,  872.34,  6.2528, 0.257E-13, 74.9503
  73987976,1,  0.0580, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  74045071,1,  0.0003, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  74254183,1,  0.0698, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  74299320,1,  0.1530,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  74340192,1,  0.1540, 175,  8.3756,  268.08,  0.1677, 0.299E-13, 60.5972
  74359105,1,  0.1290, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  74361208,1,  0.6253, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  74419970,1,  0.1276, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  74677513,1,  0.0061,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  74753269,1,  0.0445, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  74865419,1,  0.0060, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  74950103,1,  0.0279,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  74972715,1,  0.2480,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  75027659,1,  1.1606, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  75249952,1,  0.0860, 355,  1.7195,  345.25,  6.1232, 0.707E-13, 71.0557
  75369136,1,  0.0754,   9,  5.2808,  608.52,  0.8523, 0.837E-14, 51.0870
  75464755,1,  0.0138, 183,  7.9637,  702.32,  0.1633, 0.836E-13, 50.6959
  75676358,1,  0.0893, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  75711046,1,  0.0645,  37,  2.2514,  615.67,  5.1172, 0.921E-13, 21.8823
  75757560,1,  0.0423, 107,  4.1275,  195.76,  0.1324, 0.893E-13, 56.6188
  75854803,1,  0.1726, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  75942434,1,  0.1179, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  76069271,1,  0.2858,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  76160244,1,  0.4013, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  76266037,1,  0.0397, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  76302184,1,  0.8150, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  76321080,1,  0.0463,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  76382891,1,  0.0380, 283,  0.9124,  604.15,  0.4925, 0.369E-13, 36.1047
  76518061,1,  0.0252, 379,  1.7831,  756.33,  8.9603, 0.960E-13, 34.9775
  76549681,1,  0.0588, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  76569754,1,  0.1400, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  76592147,1,  0.1624, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  76613663,1,  0.1332, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  76665112,1,  0.3142, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  76681614,1,  0.1810, 292,  0.7568,  477.86,  7.1267, 0.402E-13, 93.2287
  76713498,1,  0.7016,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  76753827,1,  0.0180, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  76818232,1,  0.0423, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  76879015,1,  0.1109, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  77012735,1,  0.0608, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  77207548,1,  0.0359, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  77295507,1,  0.0546, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  77352227,1,  0.0353, 197,  4.0776,  521.81,  1.7358, 0.135E-13, 84.7201
  77354842,1,  0.0816, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  77374538,1,  0.2870, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  77537615,1,  0.6623, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  77625910,1,  0.1130, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  77727164,1,  0.1934,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  77729640,1,  0.0252, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  77754269,1,  0.0164, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  77781694,1,  0.1082, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  77821521,1,  0.0217, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  77910627,1,  0.1284,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  77990391,1,  0.2768,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  78006985,1,  0.4170, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  78033756,1,  0.0205, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  78066307,1,  0.0576,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  78241222,1,  0.0608, 183,  7.9637,  702.32,  0.1633, 0.836E-13, 50.6959
  78342310,1,  0.2016, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  78514752,1,  0.3307, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  78716100,1,  0.0177, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  79101283,1,  0.5725, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  79131114,1,  0.0166, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  79171137,1,  0.0479, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  79449619,1,  0.0555, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  79617124,1,  0.4652,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  79677469,1,  0.0458, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  79689017,1,  0.2792, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  79723418,1,  0.1168, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  79741303,1,  0.1327, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  79748792,1,  0.2508, 379,  1.7831,  756.33,  8.9603, 0.960E-13, 34.9775
  79987757,1,  0.5780, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  80008336,1,  0.0616, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  80403366,1,  0.0949,  27,  0.1302,  510.97,  3.6530, 0.176E-13, 98.3498
  80433158,1,  0.0570, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  80461896,1,  0.0796,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  80493387,1,  0.0475, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  80499937,1,  0.0302, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  80569940,1,  0.1138,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  80736789,1,  0.0413, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  80753593,1,  0.1643, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  80763300,1,  0.2170, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  80819715,1,  0.7796,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  80849724,1,  0.0638,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  80958150,1,  0.2168,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  81010829,1,  0.1786, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  81213205,1,  0.0909,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  81371644,1,  0.0897,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  81375528,1,  0.0876, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  81406084,1,  0.0537, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  81423104,1,  0.1238, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  81467776,1,  0.0156, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  81558923,1,  0.7068, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  81608087,1,  0.3223, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  81771638,1,  0.1416, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  82086102,1,  0.0416, 283,  0.9124,  604.15,  0.4925, 0.369E-13, 36.1047
  82105912,1,  0.2132, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  82143488,1,  0.4791,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  82237073,1,  0.0926,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  82282141,1,  0.0105,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  82467153,1,  1.9303, 253,  0.2120,  395.09,  9.9381, 0.950E-13, 79.2755
  82542951,1,  0.0808, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  82616968,1,  0.5518, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  82959862,1,  0.0191, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  83079391,1,  0.0096,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  83096194,1,  0.2306,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  83103687,1,  0.4778, 281,  0.4862,  979.91,  0.2682, 0.526E-13, 16.1159
  83153020,1,  0.0748,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  83272951,1,  0.3579, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  83275204,1,  0.1843,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  83287487,1,  0.0717, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  83327918,1,  0.1440, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  83354645,1,  0.4091, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  83361518,1,  0.2555,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  83471008,1,  0.7196, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  83570227,1,  0.0030,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  83597495,1,  0.0461, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  83685284,1,  0.0442, 245,  4.8310,  330.63,  0.5750, 0.374E-13, 98.1252
  83689023,1,  0.1083, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  83725588,1,  0.0148,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  83784067,1,  0.8765,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  83878862,1,  0.0142,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  83889072,1,  0.0875, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  83892552,1,  0.0748, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  83901887,1,  0.1287, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  83957009,1,  0.7039, 224,  1.4136,  393.43,  0.2198, 0.574E-13, 26.0054
  84134305,1,  0.9978, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  84140188,1,  0.0151, 283,  0.9124,  604.15,  0.4925, 0.369E-13, 36.1047
  84216007,1,  0.0699, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  84323982,1,  0.1838, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  84409687,1,  0.3433, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  84414781,1,  0.0542,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  84445245,1,  0.1247,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  84521836,1,  0.0822, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  84522454,1,  0.3282,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  84876862,1,  0.0996, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  84948176,1,  0.3026, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  84949963,1,  0.0387, 377,  1.7403,  519.37,  8.3669, 0.454E-13, 72.2676
  84968486,1,  0.4105,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  85199612,1,  0.6973,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  85267442,1,  0.0717, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  85306220,1,  0.0535, 197,  4.0776,  521.81,  1.7358, 0.135E-13, 84.7201
  85400251,1,  0.0283, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  85414928,1,  0.1582, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  85522966,1,  0.0785, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  85542444,1,  0.5301, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  85641038,1,  0.1920, 178,  0.5721,  780.85,  6.0773, 0.117E-13, 81.8728
  85835359,1,  0.1609, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  85848942,1,  0.0779,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  85886635,1,  0.1485,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  86167237,1,  0.1863, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  86255570,1,  0.3663, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  86266584,1,  0.0072, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  86278207,1,  0.1716, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  86354294,1,  0.4807, 253,  0.2120,  395.09,  9.9381, 0.950E-13, 79.2755
  86421165,1,  0.0379,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  86730455,1,  0.2540, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  86771156,1,  0.0511, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  86988460,1,  0.0124, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  87060476,1,  0.1276, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  87081939,1,  0.1279, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  87183052,1,  0.3890,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  87235392,1,  0.3806, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  87239078,1,  0.7566,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  87302148,1,  0.0772,  64,  1.6907,  471.60,  1.6644, 0.233E-13, 83.0212
  87310177,1,  0.1014, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  87412585,1,  0.3442, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  87417252,1,  0.0101,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  87658555,1,  0.0108,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  87670567,1,  0.8445, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  87783759,1,  0.1351, 251,  0.5009,  800.66,  8.5710, 0.118E-13, 85.3044
  87858851,1,  0.0501, 108,  7.3913,  791.22,  0.1044, 0.895E-14, 45.8690
  87877312,1,  0.0976, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  87909802,1,  0.1454, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  87973493,1,  0.5773, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  87991436,1,  0.5784, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  88263252,1,  0.0140, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  88360333,1,  0.1107, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  88393932,1,  0.0276, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  88396999,1,  0.4053, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  88412621,1,  0.0342,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  88806700,1,  0.0141, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  88912172,1,  0.2608, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  88962315,1,  0.1214,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  89142103,1,  0.1834, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  89211042,1,  0.2671, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  89276218,1,  0.2446, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  89319651,1,  0.0111, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
