object_id,submodel,sim_av,Iax_INDEX,M_V,t_rise,dm15B,dm15R
 105167527,1,   0,  33,-18.1390, 18.2050,  1.1680,  0.8020
 105167952,1,   0, 405,-18.0740, 16.1980,  0.9580,  0.2320
 105171543,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
 105171679,1,   0, 247,-18.1570, 18.5470,  1.1690,  0.4900
 105175683,1,   0, 752,-17.8120, 18.8010,  1.4170,  0.5230
 105177220,1,   0,  76,-18.0380, 18.0080,  1.5590,  0.3630
 105178148,1,   0,   5,-17.6160, 18.1050,  1.1550,  0.3700
 105182162,1,   0,  25,-18.3110, 17.4610,  1.0310,  0.1550
 105184874,1,   0, 494,-16.8880, 18.1520,  1.4290,  0.6240
 105185917,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
 105191243,1,   0, 243,-18.0200, 24.2140,  1.3020,  0.5760
 105191262,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
 105193008,1,   0, 935,-17.8580, 12.7060,  1.7140,  0.6060
 105195644,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
 105202046,1,   0, 555,-18.2980, 18.4220,  1.2310,  0.8280
 105203080,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
 105208158,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
 105208840,1,   0, 947,-17.4350, 19.6960,  1.1690,  0.7600
 105212307,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
 105212955,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
 105216094,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
 105218961,1,   0, 884,-18.3330, 18.6270,  1.4350,  0.3700
 105220250,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
 105222180,1,   0, 696,-18.3740, 21.3610,  1.4410,  0.5270
 105229130,1,   0, 367,-17.0750, 13.9880,  1.8760,  0.9850
 105229300,1,   0, 987,-18.0950, 17.1140,  1.4640,  0.4930
 105229555,1,   0, 313,-16.0180, 13.1380,  1.7370,  0.5220
 105231432,1,   0, 590,-18.0760, 21.1310,  0.8940,  0.3770
 105231652,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
 105231800,1,   0, 786,-17.6690, 19.1320,  1.7180,  0.6330
 105233120,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
 105234216,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
 105236081,1,   0, 872,-18.1780, 18.8550,  1.6410,  0.4440
 105239331,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
 105241942,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
 105247110,1,   0, 510,-17.1010, 14.8840,  1.7360,  0.5330
 105253622,1,   0, 690,-18.4750, 19.7270,  1.3080,  0.1040
 105255909,1,   0, 576,-17.9560, 20.7200,  1.4920,  0.6870
 105256836,1,   0, 243,-18.0200, 24.2140,  1.3020,  0.5760
 105256967,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
 105257409,1,   0, 402,-18.3520, 19.6150,  1.3370,  0.5220
 105257651,1,   0,  69,-17.4700, 19.3920,  1.2520,  0.4510
 105259592,1,   0, 244,-18.2680, 18.2070,  1.2740,  0.4490
 105260797,1,   0, 118,-17.8240, 17.1220,  1.2500,  0.9090
 105261123,1,   0, 962,-18.5040, 19.7900,  1.2160,  0.6380
 105264511,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
 105265850,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
 105266656,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
 105267046,1,   0, 973,-18.3750, 18.3340,  1.2620,  0.5040
 105267511,1,   0, 776,-17.6570, 15.2250,  1.5350,  0.4940
 105270352,1,   0, 872,-18.1780, 18.8550,  1.6410,  0.4440
 105277238,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
 105278832,1,   0, 102,-16.5600, 14.4450,  1.5370,  0.5840
 105282253,1,   0, 634,-17.9160, 15.7650,  0.9660,  0.3550
 105286153,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
 105287356,1,   0, 682,-17.9960, 20.2630,  1.3320,  0.5220
 105287786,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
 105293622,1,   0, 545,-17.9480, 19.1900,  1.5260,  0.8020
 105296755,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
 105297302,1,   0, 746,-18.3250, 17.0500,  1.7110,  0.6890
 105298006,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
 105301037,1,   0, 690,-18.4750, 19.7270,  1.3080,  0.1040
 105305615,1,   0, 682,-17.9960, 20.2630,  1.3320,  0.5220
 105306735,1,   0, 864,-17.5400, 17.6130,  1.0050,  0.3500
 105310468,1,   0, 659,-16.8910, 14.4370,  1.6320,  0.3690
 105311731,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
 105315098,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
 105315789,1,   0, 487,-18.7560,  18,  1.3860,  0.6710
 105316881,1,   0, 830,-17.4010, 14.6430,  1.5520,  0.8730
 105317255,1,   0, 628,-17.1710, 14.3140,  1.5600,  0.3630
 105319588,1,   0, 856,-16.2910,  9.3020,  2.1760,  0.3930
 105321891,1,   0, 596,-18.5310, 17.3720,  1.3710,  0.2140
 105323491,1,   0, 596,-18.5310, 17.3720,  1.3710,  0.2140
 105325364,1,   0, 305,-17.3300, 16.1080,  1.2220,  0.6860
 105326866,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
 105327309,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
 105327594,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
 105331864,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
 105332011,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
 105332796,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
 105333124,1,   0, 208,-17.5240, 17.2290,  1.2360,  0.2740
 105336775,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
 105337443,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
 105337748,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
 105339734,1,   0, 556,-18.2940, 16.9530,  1.7120,  0.3470
 105339983,1,   0, 874,-16.3290, 12.2140,  2.1070,  0.6920
 105340812,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
 105341982,1,   0, 183,-15.8840, 12.4110,  1.6480,  0.8650
 105343164,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
 105344398,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
 105351062,1,   0, 111,-18.4060, 14.4890,  1.6750,  0.3810
 105351114,1,   0, 965,-18.6080, 18.6490,  1.0630,  0.7510
 105353386,1,   0, 215,-18.4170, 15.8390,  1.1710,  0.7230
 105353624,1,   0, 142,-16.9100, 15.1410,  1.4100,  0.4040
 105354077,1,   0, 901,-17.8070, 19.7860,  1.1130,  0.5770
 105355582,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
 105355680,1,   0, 406,-18.1400, 20.1680,  0.9880,  0.4100
 105356247,1,   0, 671,-16.9680, 18.6200,  1.3070,  0.5220
 105357034,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
 105359836,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
 105363269,1,   0, 958,-18.5910, 16.3640,  1.5320,  0.5490
 105363644,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
 105364744,1,   0, 740,-18.1730, 20.2020,  1.0210,  0.6500
 105365434,1,   0, 699,-18.2410, 14.2490,  1.2650,  0.5860
 105365797,1,   0,  53,-17.7380, 15.6410,  1.5220,  0.6520
 105367680,1,   0, 803,-18.4980, 17.9080,  1.4460,  0.6080
 105373810,1,   0, 626,-17.3090, 15.0780,  1.1920,  0.4490
 105375385,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
 105377578,1,   0, 233,-18.0680, 18.4920,  1.7710,  0.5660
 105380015,1,   0, 437,-18.1380, 20.7240,  1.4080,  0.5640
 105381486,1,   0, 384,-17.2500, 16.9290,  1.7250,  0.5170
 105385540,1,   0, 348,-17.9490, 17.3450,  1.4470,  0.6370
 105391524,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
 105396536,1,   0, 811,-17.4140, 17.6550,  0.7310,  0.1240
 105398815,1,   0, 855,-14.5710, 12.2140,  2.0680,  1.0210
 105401000,1,   0, 787,-18.7350, 20.5630,  1.0220,  0.4600
 105404591,1,   0, 175,-17.9290, 17.8640,  1.3930,  0.1250
 105405950,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
 105407291,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
 105416805,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
 105418204,1,   0, 606,-18.2720, 20.1190,  1.2500,  0.6120
 105420586,1,   0, 470,-17.5880, 17.4180,  1.2960,  0.1280
 105425726,1,   0, 236,-17.5280, 16.9580,  1.6030,  0.8260
 105429740,1,   0, 237,-16.7530, 16.9840,  1.3620,  0.9140
 105430799,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
 105430801,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
 105433867,1,   0, 237,-16.7530, 16.9840,  1.3620,  0.9140
 105434282,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
 105434923,1,   0, 979,-17.4040, 16.4430,  1.4430,  0.9450
 105435117,1,   0, 285,-15.1870, 12.3100,  2.1330,  0.7470
 105435542,1,   0, 524,-13.1540,  8.2380,  2.1600,  0.5820
 105437154,1,   0, 791,-17.1920, 15.4860,  1.4920,  0.6010
 105442010,1,   0,  81,-18.1310, 15.8400,  1.2970,  0.5930
 105446138,1,   0, 426,-17.8450, 16.2670,  1.6310,  0.7750
 105447502,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
 105448599,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
 105449527,1,   0, 181,-16.7970, 15.0020,  1.4960,  0.5330
 105456008,1,   0, 663,-17.1650, 16.5630,  1.6810,  0.7180
 105457461,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
 105458339,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
 105460234,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
 105462645,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
 105464214,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
 105465570,1,   0, 836,-17.3440, 17.5920,  1.2570,  0.5640
 105466476,1,   0, 314,-18.6590, 21.6860,  1.5160,  0.5580
 105466939,1,   0, 406,-18.1400, 20.1680,  0.9880,  0.4100
 105467124,1,   0, 154,-18.2360, 17.8640,  1.2910,  0.4940
 105467555,1,   0, 798,-17.3610, 15.1950,  1.4890,  0.1710
 105473597,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
 105475208,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
 105476477,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
 105478150,1,   0, 917,-18.2060, 17.8520,  1.1730,  0.7920
 105479130,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
 105482512,1,   0, 771,-18.2250, 16.7760,  1.4300,  0.7130
 105483704,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
 105483709,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
 105488478,1,   0,  91,-17.9440, 19.7200,  1.0340,  0.4700
 105491796,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
 105492073,1,   0, 260,-17.5530, 16.6520,  1.6080,  0.7830
 105495413,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
 105496158,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
 105498638,1,   0, 545,-17.9480, 19.1900,  1.5260,  0.8020
 105499261,1,   0, 288,-18.0660, 19.7400,  1.0350,  0.5930
 105499680,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
 105499785,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
 105500251,1,   0, 137,-18.1830, 16.5020,  1.4670,  0.1940
 105503797,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
 105504271,1,   0, 247,-18.1570, 18.5470,  1.1690,  0.4900
 105505387,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
 105511830,1,   0, 801,-18.5520, 21.0160,  0.9910,  0.1020
 105512333,1,   0, 562,-18.1130, 16.5430,  1.2400,  0.5590
 105512907,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
 105513298,1,   0, 576,-17.9560, 20.7200,  1.4920,  0.6870
 105513698,1,   0, 949,-17.7870, 16.7170,  1.9050,  0.6420
 105514929,1,   0, 832,-16.7710, 15.5340,  1.5770,  0.6480
 105518110,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
 105521811,1,   0, 689,-17.9560, 18.8950,  1.5570,  0.5180
 105522405,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
 105522680,1,   0, 732,-18.3170, 19.2780,  1.2940,  0.1360
 105522806,1,   0, 406,-18.1400, 20.1680,  0.9880,  0.4100
 105523959,1,   0, 739,-17.1370, 16.4710,  1.2750,  0.6790
 105526365,1,   0, 413,-17.7560, 12.5870,  0.9010,  0.5250
 105526968,1,   0, 931,-16.3780, 14.0120,  1.9980,  0.4440
 105527532,1,   0, 114,-14.4580, 13.7610,  2.0470,  0.6560
 105529799,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
 105531330,1,   0, 633,-17.2340, 15.5030,  0.9960,  0.3350
 105534697,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
 105539602,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
 105548706,1,   0, 901,-17.8070, 19.7860,  1.1130,  0.5770
 105549929,1,   0, 382,-17.0560, 12.1690,  1.5980,  0.7730
 105550347,1,   0, 987,-18.0950, 17.1140,  1.4640,  0.4930
 105551427,1,   0,  51,-16.8640, 12.3580,  1.7330,  0.8850
 105552228,1,   0, 624,-18.6110, 21.2360,  1.0720,  0.8490
 105552263,1,   0, 775,-18.4330, 18.8110,  1.3470,  0.5030
 105556271,1,   0,  24,-17.8270, 14.5560,  1.2550,  0.6040
 105556401,1,   0, 590,-18.0760, 21.1310,  0.8940,  0.3770
 105557375,1,   0,  37,-15.2720, 11.4420,  1.8660,  0.5180
 105557804,1,   0, 437,-18.1380, 20.7240,  1.4080,  0.5640
 105563192,1,   0, 949,-17.7870, 16.7170,  1.9050,  0.6420
 105566229,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
 105570236,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
 105575563,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
 105577151,1,   0, 886,-18.7300, 21.9310,  1.2880,  0.6890
 105577507,1,   0, 487,-18.7560,  18,  1.3860,  0.6710
 105578957,1,   0, 247,-18.1570, 18.5470,  1.1690,  0.4900
 105580094,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
 105580211,1,   0, 295,-15.6800, 12.7520,  2.0510,  0.4100
 105584753,1,   0, 201,-18.4490, 17.7320,  1.1410,  0.3470
 105584772,1,   0, 979,-17.4040, 16.4430,  1.4430,  0.9450
 105587616,1,   0, 794,-16.5960, 11.6760,  1.6500,  0.9570
 105593228,1,   0, 546,-18.0050, 18.7280,  1.1270,  0.6180
 105594286,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
 105594648,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
 105597758,1,   0, 756,-17.6620, 19.9750,  0.9440,  0.5400
 105598010,1,   0, 491,-17.9130, 20.0770,  1.2680,  0.5860
 105604192,1,   0, 434,-17.5350, 21.7670,  1.5960,  0.2940
 105606838,1,   0, 900,-15.9960, 12.6760,  2.2130,  0.2850
 105609373,1,   0, 978,-17.7860, 18.9320,  1.1060,  0.7010
 105611186,1,   0, 163,-17.0760, 12.2140,  1.4690,  0.3930
 105612524,1,   0, 768,-17.0460, 16.8230,  1.2440,  0.4670
 105616308,1,   0, 963,-16.5400, 13.1190,  1.2420,  1.1600
 105619901,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
 105620135,1,   0, 786,-17.6690, 19.1320,  1.7180,  0.6330
 105622730,1,   0, 811,-17.4140, 17.6550,  0.7310,  0.1240
 105622858,1,   0, 176,-17.5890, 16.3830,  1.3000,  0.7910
 105623244,1,   0, 998,-17.6210, 18.5490,  1.6480,  0.9030
 105623783,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
 105626141,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
 105626513,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
 105627740,1,   0, 333,-17.8810, 18.1790,  1.3460,  0.7080
 105628781,1,   0, 562,-18.1130, 16.5430,  1.2400,  0.5590
 105629915,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
 105632615,1,   0, 175,-17.9290, 17.8640,  1.3930,  0.1250
 105640713,1,   0, 902,-16.8270, 14.2290,  1.7690,  0.5530
 105645600,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
 105647010,1,   0, 801,-18.5520, 21.0160,  0.9910,  0.1020
 105648147,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
 105651042,1,   0,  80,-18.4760, 19.7850,  1.7230,  0.5260
 105651786,1,   0, 697,-18.0380, 17.6380,  0.9590,  0.4910
 105651860,1,   0, 946,-17.8180, 17.7780,  1.1380,  0.3380
 105655744,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
 105656968,1,   0, 168,-18.2460, 14.3170,  1.5840,  0.5450
 105657044,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
 105660860,1,   0, 558,-18.4060, 17.3270,  1.0980,  1.1320
 105661609,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
 105662501,1,   0, 732,-18.3170, 19.2780,  1.2940,  0.1360
 105662609,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
 105664258,1,   0, 293,-16.2470, 12.5210,  1.5080,  0.9330
 105666133,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
 105666370,1,   0, 886,-18.7300, 21.9310,  1.2880,  0.6890
 105667469,1,   0, 496,-17.5580, 14.3970,  1.6930,  0.9320
 105670481,1,   0, 682,-17.9960, 20.2630,  1.3320,  0.5220
 105671414,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
 105681089,1,   0, 829,-17.5360, 16.8320,  1.5580,  0.8090
 105681353,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
 105681363,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
 105681386,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
 105682329,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
 105684670,1,   0, 724,-18.0980, 15.4710,  0.9800,  0.6050
 105685488,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
 105686428,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
 105688837,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
 105691658,1,   0, 973,-18.3750, 18.3340,  1.2620,  0.5040
 105696276,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
 105696951,1,   0, 314,-18.6590, 21.6860,  1.5160,  0.5580
 105700937,1,   0, 756,-17.6620, 19.9750,  0.9440,  0.5400
 105702565,1,   0, 556,-18.2940, 16.9530,  1.7120,  0.3470
 105705832,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
 105711405,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
 105713765,1,   0,  88,-16.0450, 14.4430,  1.4560,  0.6900
 105713832,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
 105713952,1,   0, 162,-17.0460, 15.4760,  1.8390,  0.8720
 105715442,1,   0, 739,-17.1370, 16.4710,  1.2750,  0.6790
 105719735,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
 105723191,1,   0, 950,-17.9460, 16.4610,  1.7000,  0.7760
 105725407,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
 105728240,1,   0, 949,-17.7870, 16.7170,  1.9050,  0.6420
 105730122,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
 105737859,1,   0, 311,-18.1030, 18.6670,  1.8060,  0.8100
 105738282,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
 105739763,1,   0, 759,-18.1050, 20.0570,  1.1340,  0.3890
 105748911,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
 105749287,1,   0, 759,-18.1050, 20.0570,  1.1340,  0.3890
 105752208,1,   0, 987,-18.0950, 17.1140,  1.4640,  0.4930
 105755586,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
 105757051,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
 105759320,1,   0, 624,-18.6110, 21.2360,  1.0720,  0.8490
 105762417,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
 105764206,1,   0, 621,-16.2700, 14.5920,  1.5190,  0.3810
 105766093,1,   0,  47,-17.4290, 18.2490,  1.5560,  0.9690
 105769270,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
 105774504,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
 105774675,1,   0, 704,-17.9310, 16.5000,  1.5370,  0.3730
 105775599,1,   0, 175,-17.9290, 17.8640,  1.3930,  0.1250
 105776132,1,   0, 558,-18.4060, 17.3270,  1.0980,  1.1320
 105776586,1,   0, 437,-18.1380, 20.7240,  1.4080,  0.5640
 105779530,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
 105779825,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
 105780091,1,   0, 765,-17.4170, 17.6610,  1.2970,  0.6980
 105781448,1,   0,  25,-18.3110, 17.4610,  1.0310,  0.1550
 105788930,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
 105789756,1,   0, 947,-17.4350, 19.6960,  1.1690,  0.7600
 105790002,1,   0, 144,-14.7280, 14.3510,  2.1110,  0.5370
 105794433,1,   0, 386,-17.2540, 16.6600,  1.3200,  0.9560
 105796594,1,   0, 514,-17.3470, 14.9480,  1.7950,  0.6120
 105796712,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
 105797708,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
 105798066,1,   0, 523,-18.7620, 17.6090,  1.6520,  0.4380
 105798320,1,   0,  33,-18.1390, 18.2050,  1.1680,  0.8020
 105800153,1,   0, 958,-18.5910, 16.3640,  1.5320,  0.5490
 105801315,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
 105802090,1,   0, 785,-17.1320, 12.6260,  1.2990,  0.8140
 105803276,1,   0,  55,-17.7810, 16.8370,  1.5490,  0.4030
 105803472,1,   0, 201,-18.4490, 17.7320,  1.1410,  0.3470
 105805822,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
 105807626,1,   0, 899,-16.0190, 12.7950,  1.7970,  1.0530
 105809772,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
 105817343,1,   0, 151,-18.0110, 22.1630,  1.4000,  0.9320
 105817438,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
 105817441,1,   0, 801,-18.5520, 21.0160,  0.9910,  0.1020
 105819284,1,   0, 867,-18.6220, 20.3540,  1.4460,  0.2700
 105821809,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
 105827620,1,   0, 558,-18.4060, 17.3270,  1.0980,  1.1320
 105828298,1,   0, 267,-17.7000, 13.5890,  1.5800,  0.6840
 105835019,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
 105838488,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
 105839512,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
 105840477,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
 105845132,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
 105847100,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
 105847368,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
 105847866,1,   0, 151,-18.0110, 22.1630,  1.4000,  0.9320
 105851604,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
 105851621,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
 105852041,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
 105853307,1,   0,   5,-17.6160, 18.1050,  1.1550,  0.3700
 105853797,1,   0, 917,-18.2060, 17.8520,  1.1730,  0.7920
 105856335,1,   0, 703,-16.5550, 18.7690,  1.5600,  0.6180
 105859664,1,   0, 765,-17.4170, 17.6610,  1.2970,  0.6980
 105860769,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
 105862387,1,   0, 698,-17.8040, 14.6780,  1.3310,  0.2820
 105862832,1,   0,  97,-16.7030, 15.2540,  1.4320,  0.7150
 105862888,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
 105864641,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
 105867075,1,   0, 402,-18.3520, 19.6150,  1.3370,  0.5220
 105870215,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
 105871749,1,   0, 696,-18.3740, 21.3610,  1.4410,  0.5270
 105873879,1,   0,  91,-17.9440, 19.7200,  1.0340,  0.4700
 105873925,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
 105873940,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
 105875118,1,   0, 333,-17.8810, 18.1790,  1.3460,  0.7080
 105876660,1,   0, 619,-17.7120, 15.1310,  1.4750,  0.7780
 105878008,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
 105880801,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
 105880903,1,   0, 706,-17.4750, 14.9910,  1.9260,  0.1540
 105881512,1,   0, 215,-18.4170, 15.8390,  1.1710,  0.7230
 105884014,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
 105887240,1,   0, 517,-18.3820, 20.7310,  1.3770,  0.4700
 105890811,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
 105893524,1,   0, 820,-17.9990, 21.9720,  1.0470,  0.6740
 105894218,1,   0, 696,-18.3740, 21.3610,  1.4410,  0.5270
 105894977,1,   0, 817,-16.6250, 15.1150,  1.4960,  0.8140
 105896377,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
 105896643,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
 105898199,1,   0, 180,-18.0890, 14.7030,  1.4140,  0.6700
 105899995,1,   0, 113,-18.0630, 17.7340,  1.2360,  0.9180
 105904881,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
 105906270,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
 105906886,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
 105907119,1,   0,  30,-15.9420, 14.2460,  2.0630,  0.6560
 105908821,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
 105908946,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
 105911375,1,   0, 546,-18.0050, 18.7280,  1.1270,  0.6180
 105912710,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
 105914830,1,   0, 705,-17.2150, 18.9120,  1.1260,  0.8730
 105914955,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
 105918554,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
