object_id,submodel,sim_av,tau,v,re_in,d_s,d_l,teta_e,mass,porb,alpha,beta,ratio,m1,m2,clock,i_p,omega
 102328517,1,   0, 92.2700, 84920, 0.6770E+12,8000, 396,  0.0122,  7.6465,  748.28,  0.7041,  0.0674,  0.7399,  4.3411,  3.3054,   1, -0.8110,  0.2080
 102339925,1,   0,  8.8300, 74400, 0.5679E+11,8000,4351,  0.0001,  0.0102,  279.95,  0.4798,  1.6588,  0.1893,  0.0081,  0.0021,   1, -0.6360, -0.8080
 102539123,1,   0, 41.9200, 50430, 0.1826E+12,8000,7301,  0.0002,  0.3283, 1475.81,  1.4374,  0.7435,  0.1704,  0.1833,  0.1451,  -1, -0.4480,  1.3210
 102873739,1,   0,  288.45,100200, 0.2498E+13,8000,6667,  0.0027, 35.2631, 4458.21,  1.0439,  0.1864,  0.3882, 28.5351,  6.7279,  -1, -0.7530, -0.2850
 102976188,1,   0,  288.45,100200, 0.2498E+13,8000,6667,  0.0027, 35.2631, 4458.21,  1.0439,  0.1864,  0.3882, 28.5351,  6.7279,  -1, -0.7530, -0.2850
 103016892,1,   0, 11.6600, 39370, 0.3967E+11,8000,  263.30,  0.0011,  0.0388,  296.80,  1.1148,  0.7732,  0.2358,  0.0264,  0.0124,   1,  0.8770, -0.5510
 103035305,1,   0,  8.8300, 74400, 0.5679E+11,8000,4351,  0.0001,  0.0102,  279.95,  0.4798,  1.6588,  0.1893,  0.0081,  0.0021,   1, -0.6360, -0.8080
 104263423,1,   0,  162.85, 34210, 0.4813E+12,8000,6598,  0.0005,  1.2584, 2550.36,  1.2291,  0.5957,  0.3831,  0.7397,  0.5187,  -1, -0.0940,  1.0610
 104312529,1,   0,  126.02, 88650, 0.9652E+12,8000,5887,  0.0012,  3.7619,  754.73,  0.3921,  0.0252,  1.0018,  2.8635,  0.8984,   1, -1.3630, -0.7020
 104443730,1,   0,  775.99, 98530, 0.6606E+13,8000,5021,  0.0094,  146.58, 8917.97,  1.0076,  0.7809,  0.5221, 86.3310, 60.2491,   1, -0.3040, -0.6030
 104633232,1,   0,  5.0700, 47680, 0.2087E+11,8000,4901,   0,  0.0014,  677.48,  1.2254,  0.6322,  0.0449,  0.0010,  0.0005,  -1,  1.0710, -0.4150
 104754600,1,   0,  126.02, 88650, 0.9652E+12,8000,5887,  0.0012,  3.7619,  754.73,  0.3921,  0.0252,  1.0018,  2.8635,  0.8984,   1, -1.3630, -0.7020
 104790763,1,   0, 31.0600, 40960, 0.1099E+12,8000,6509,  0.0001,  0.0626,  154.58,  0.3054,  1.4090,  1.2055,  0.0369,  0.0256,   1, -1.0340, -0.2370
 104935693,1,   0, 37.7700, 27640, 0.9020E+11,8000,2355,  0.0003,  0.0307,  947.77,  0.9838,  1.3351,  0.2391,  0.0242,  0.0065,   1, -0.6380, -0.3660
 105197199,1,   0, 34.2500, 86450, 0.2558E+12,8000,3048,  0.0006,  0.2178, 1597.58,  0.9435,  0.0417,  0.1286,  0.1350,  0.0828,  -1, -1.5200, -1.0480
 105267555,1,   0, 25.4500, 50900, 0.1119E+12,8000,5275,  0.0002,  0.0438,  724.03,  0.7453,  0.5599,  0.2109,  0.0317,  0.0120,   1, -1.4210, -0.1210
 105789648,1,   0,  6.9000, 38290, 0.2284E+11,8000,2979,  0.0001,  0.0018,  566.78,  1.0611,  0.6837,  0.0731,  0.0009,  0.0008,  -1, -1.4500, -1.3370
 106669113,1,   0,  173.44, 47970, 0.7188E+12,8000,6155,  0.0008,  2.2851, 3828.40,  1.3165,  0.9103,  0.2718,  1.6331,  0.6520,  -1,  0.5970, -0.7050
 107040777,1,   0, 31.0600, 40960, 0.1099E+12,8000,6509,  0.0001,  0.0626,  154.58,  0.3054,  1.4090,  1.2055,  0.0369,  0.0256,   1, -1.0340, -0.2370
 107250566,1,   0, 21.5700, 36090, 0.6726E+11,8000,4059,  0.0001,  0.0142, 1480.55,  1.3732,  1.1721,  0.0874,  0.0079,  0.0063,  -1,  1.5580, -1.4060
 107558589,1,   0,  771.02, 91040, 0.6065E+13,8000,3973,  0.0109,  115.48, 7261.32,  0.8839,  0.0080,  0.6371, 90.4744, 25.0033,  -1,  0.6100, -0.7970
 107676501,1,   0,  7.4600, 22640, 0.1458E+11,8000,3562,   0,  0.0007,  421.11,  0.9925,  0.2513,  0.1062,  0.0004,  0.0003,   1, -0.4540, -0.0710
 107741961,1,   0, 10.5100, 99430, 0.9027E+11,8000,5414,  0.0001,  0.0292,  118.02,  0.2410,  0.8618,  0.5342,  0.0149,  0.0144,  -1,  0.7920, -0.4030
 107969410,1,   0, 52.5000, 69460, 0.3151E+12,8000,1621,  0.0014,  0.4822,  568.00,  0.5011,  0.8291,  0.5546,  0.2416,  0.2407,   1, -0.6080,  1.2500
 108018816,1,   0,  8.1300, 19050, 0.1338E+11,8000,  189.60,  0.0005,  0.0061,  102.88,  0.8787,  0.7431,  0.4741,  0.0043,  0.0018,  -1,  0.1990,  1.3320
 108397153,1,   0, 37.4500, 55590, 0.1799E+12,8000,  232.50,  0.0055,  0.9001,  762.83,  1.3155,  1.0220,  0.2946,  0.7248,  0.1753,   1,  0.0640, -1.0960
 108567067,1,   0,  9.5900, 83000, 0.6880E+11,8000,3014,  0.0002,  0.0158, 1517.26,  1.4144,  0.0155,  0.0379,  0.0087,  0.0072,  -1, -1.4940, -0.8490
 108959890,1,   0, 37.4500, 55590, 0.1799E+12,8000,  232.50,  0.0055,  0.9001,  762.83,  1.3155,  1.0220,  0.2946,  0.7248,  0.1753,   1,  0.0640, -1.0960
 108995677,1,   0, 10.1300, 71550, 0.6262E+11,8000,5700,  0.0001,  0.0150,  537.91,  0.7651,  0.7479,  0.1130,  0.0094,  0.0056,  -1,  1.2060,  0.1090
 109204389,1,   0, 64.6200, 88420, 0.4936E+12,8000,6227,  0.0006,  1.1085, 2749.38,  1.2079,  1.3106,  0.1410,  0.6225,  0.4861,  -1, -1.1560,  0.3730
 110499072,1,   0,  877.23, 82390, 0.6245E+13,8000,4237,  0.0105,  122.86,15028.10,  1.4232,  0.1546,  0.3502, 78.9164, 43.9442,   1, -1.1410, -1.0540
 110629795,1,   0, 81.4200, 32860, 0.2312E+12,8000,3819,  0.0004,  0.1682,  278.31,  0.2988,  0.4331,  1.7553,  0.0868,  0.0813,  -1, -0.3830, -0.3060
 110837356,1,   0, 16.9400, 55780, 0.8162E+11,8000,1598,  0.0004,  0.0327,  778.77,  0.9737,  1.5126,  0.1305,  0.0166,  0.0161,   1,  0.0530, -1.3200
 111009817,1,   0, 20.1300, 81160, 0.1411E+12,8000,1145,  0.0009,  0.1275,  208.02,  0.3676,  0.3078,  0.5805,  0.0782,  0.0493,  -1,  0.4430, -0.6210
 111307143,1,   0, 35.1800, 54010, 0.1641E+12,8000,1715,  0.0007,  0.1256, 1122.15,  0.9671,  1.3415,  0.1881,  0.0638,  0.0618,   1,  0.2500,  0.3640
 111652697,1,   0, 18.4800, 57200, 0.9133E+11,8000,3378,  0.0002,  0.0268,  367.89,  0.4941,  0.4115,  0.3014,  0.0215,  0.0053,  -1, -0.5240,  0.8370
 112104788,1,   0,  100.48, 36800, 0.3194E+12,8000,4594,  0.0005,  0.3276,  798.04,  0.5451,  1.1233,  0.7554,  0.2503,  0.0773,   1,  1.4570,  1.4320
 112289432,1,   0, 55.0400, 83310, 0.3961E+12,8000,1597,  0.0018,  0.7710,  516.24,  0.4373,  0.0998,  0.6397,  0.4372,  0.3338,  -1, -1.0800,  1.1410
 112711592,1,   0,  9.9000, 85520, 0.7315E+11,8000,1787,  0.0003,  0.0242,  545.31,  0.7749,  0.7422,  0.1089,  0.0129,  0.0113,   1, -0.8790, -1.2280
 112928020,1,   0, 81.4200, 32860, 0.2312E+12,8000,3819,  0.0004,  0.1682,  278.31,  0.2988,  0.4331,  1.7553,  0.0868,  0.0813,  -1, -0.3830, -0.3060
 113181924,1,   0, 29.5400, 42740, 0.1091E+12,8000,6274,  0.0001,  0.0552,  633.71,  0.7560,  0.0763,  0.2797,  0.0363,  0.0189,  -1, -0.9010,  0.4860
 113336142,1,   0, 38.2000, 81050, 0.2675E+12,8000,  338.10,  0.0057,  1.3876,  566.59,  0.8381,  1.2692,  0.4045,  0.8604,  0.5272,   1, -0.7670,  1.2230
 114059865,1,   0, 28.0600, 92830, 0.2251E+12,8000,6214,  0.0003,  0.2292,  975.52,  0.7852,  1.4289,  0.1726,  0.1764,  0.0528,   1, -1.4340, -1.4870
 114187952,1,   0, 39.3500, 49290, 0.1676E+12,8000,3448,  0.0003,  0.0899, 1377.52,  0.9714,  0.7228,  0.1714,  0.0585,  0.0314,  -1,  0.3230, -0.9300
 115156164,1,   0,  288.45,100200, 0.2498E+13,8000,6667,  0.0027, 35.2631, 4458.21,  1.0439,  0.1864,  0.3882, 28.5351,  6.7279,  -1, -0.7530, -0.2850
 115438529,1,   0,  4.1400, 61690, 0.2205E+11,8000,4406,   0,  0.0015,  483.84,  0.9480,  0.2520,  0.0513,  0.0009,  0.0006,   1, -0.4650,  1.2570
 115896393,1,   0, 52.2500, 30360, 0.1371E+12,8000,3724,  0.0003,  0.0593,  181.07,  0.2673,  1.1806,  1.7314,  0.0488,  0.0105,  -1, -0.8280,  1.5000
 116025480,1,   0,  288.45,100200, 0.2498E+13,8000,6667,  0.0027, 35.2631, 4458.21,  1.0439,  0.1864,  0.3882, 28.5351,  6.7279,  -1, -0.7530, -0.2850
 116028001,1,   0, 58.7800, 29430, 0.1495E+12,8000,7424,  0.0001,  0.2626,  348.84,  0.6232,  0.4469,  1.0111,  0.1626,  0.1000,  -1,  1.2160,  0.5570
 116177190,1,   0,  556.26, 85530, 0.4111E+13,8000,4833,  0.0061, 55.4582, 9552.49,  1.2261,  0.8693,  0.3494, 33.2534, 22.2048,  -1, -0.4390, -0.6180
 116229194,1,   0,  173.44, 47970, 0.7188E+12,8000,6155,  0.0008,  2.2851, 3828.40,  1.3165,  0.9103,  0.2718,  1.6331,  0.6520,  -1,  0.5970, -0.7050
 116300787,1,   0, 14.7200, 16850, 0.2143E+11,8000,7398,   0,  0.0052,  122.74,  0.5854,  0.7546,  0.7194,  0.0029,  0.0023,  -1, -0.7090,  1.4100
 116740736,1,   0, 45.2700, 83820, 0.3279E+12,8000,2932,  0.0008,  0.3634, 2964.94,  1.3187,  0.5494,  0.0916,  0.2060,  0.1573,   1, -1.3540, -0.6530
 117085277,1,   0,  248.21, 92170, 0.1977E+13,8000,5461,  0.0026, 14.1525, 6833.71,  1.2937,  0.1199,  0.2179,  7.1376,  7.0149,  -1,  1.3760, -0.6110
 117202669,1,   0, 35.4600, 83170, 0.2548E+12,8000,6584,  0.0003,  0.3499,  284.99,  0.3515,  0.6386,  0.7467,  0.1787,  0.1712,   1,  1.2090,  0.2060
 117308849,1,   0,  667.85, 15570, 0.8985E+12,8000,3316,  0.0019,  2.6108, 3599.93,  1.0567,  1.5203,  1.1131,  1.8694,  0.7414,   1, -0.7910,  1.5580
 117481042,1,   0, 19.9000, 61190, 0.1052E+12,8000,7578,  0.0001,  0.1740,  210.41,  0.5510,  0.2078,  0.5676,  0.1315,  0.0425,   1,  0.4740, -0.8160
 117482045,1,   0, 37.4500, 55590, 0.1799E+12,8000,  232.50,  0.0055,  0.9001,  762.83,  1.3155,  1.0220,  0.2946,  0.7248,  0.1753,   1,  0.0640, -1.0960
 118809698,1,   0,  126.35, 62270, 0.6798E+12,8000,4844,  0.0010,  1.5187, 3061.58,  1.0465,  1.2393,  0.2476,  0.8355,  0.6832,   1,  1.0730, -0.4630
 119342904,1,   0, 18.6000, 51810, 0.8326E+11,8000,4777,  0.0001,  0.0226,  234.65,  0.3793,  0.0682,  0.4756,  0.0137,  0.0090,   1,  1.0190,  0.1730
 119819023,1,   0, 19.3900, 93750, 0.1570E+12,8000,  847.60,  0.0013,  0.2044,  162.29,  0.3276,  0.6650,  0.7168,  0.1153,  0.0890,  -1,  0.3830, -0.1250
 119823577,1,   0,  9.4200, 92820, 0.7558E+11,8000,3896,  0.0001,  0.0179,  376.15,  0.5299,  1.4596,  0.1503,  0.0095,  0.0084,   1,  0.4530,  0.9140
 120064831,1,   0,  6.2300, 72060, 0.3881E+11,8000,6401,   0,  0.0074,  173.50,  0.4584,  0.6981,  0.2156,  0.0052,  0.0021,  -1, -1.4320,  1.1930
 120101361,1,   0, 14.4900,103600, 0.1297E+12,8000,5420,  0.0002,  0.0604,  402.92,  0.4845,  1.4200,  0.2158,  0.0440,  0.0164,  -1,  0.3900, -1.5080
 120597899,1,   0,  719.19,104900, 0.6520E+13,8000,3206,  0.0145,  138.92, 5919.42,  0.7631,  0.0007,  0.7290, 71.9072, 67.0095,  -1,  0.5780, -1.3950
 120930044,1,   0,  381.29,104700, 0.3448E+13,8000,4232,  0.0058, 37.4569, 1205.10,  0.3226,  0.3000,  1.8984, 25.8949, 11.5620,   1,  1.5070, -0.0920
 121086387,1,   0, 36.8800, 92800, 0.2957E+12,8000,2691,  0.0008,  0.3074, 1536.77,  0.8923,  0.9867,  0.1440,  0.2328,  0.0746,   1, -0.2940, -0.8610
 121163983,1,   0, 14.7400, 79080, 0.1007E+12,8000,7918,  0.0001,  0.7820,  344.67,  1.3199,  0.5797,  0.2566,  0.5859,  0.1962,   1,  0.9990,  0.4590
 121548029,1,   0, 51.0200, 89370, 0.3940E+12,8000,6803,  0.0004,  0.9571, 2212.16,  1.2468,  1.5945,  0.1384,  0.5126,  0.4446,  -1,  1.4660, -0.0080
 121843577,1,   0, 52.5000, 69460, 0.3151E+12,8000,1621,  0.0014,  0.4822,  568.00,  0.5011,  0.8291,  0.5546,  0.2416,  0.2407,   1, -0.6080,  1.2500
 122276270,1,   0, 16.7900, 85670, 0.1243E+12,8000,4556,  0.0002,  0.0494, 1662.23,  1.2167,  1.1988,  0.0606,  0.0279,  0.0215,   1,  0.4980,  0.3740
 122376935,1,   0, 14.9800, 97940, 0.1268E+12,8000,2581,  0.0004,  0.0577, 1818.30,  1.3332,  1.1738,  0.0494,  0.0320,  0.0257,  -1, -0.1360,  1.3610
 122533144,1,   0,  7.2500, 76940, 0.4821E+11,8000,5365,  0.0001,  0.0083, 1210.92,  1.3983,  1.1789,  0.0359,  0.0042,  0.0040,  -1, -1.2650,  0.9750
 122671998,1,   0, 29.6000, 93370, 0.2388E+12,8000,6303,  0.0003,  0.2679,  359.33,  0.4005,  1.5007,  0.4943,  0.1990,  0.0689,  -1, -1.3750, -0.4300
 122800043,1,   0, 30.3400, 15690, 0.4111E+11,8000,  524.40,  0.0006,  0.0217,  100.84,  0.4312,  0.1122,  1.8050,  0.0120,  0.0097,   1, -1.1360, -0.0860
 123012673,1,   0, 35.1800, 54010, 0.1641E+12,8000,1715,  0.0007,  0.1256, 1122.15,  0.9671,  1.3415,  0.1881,  0.0638,  0.0618,   1,  0.2500,  0.3640
 123286347,1,   0, 70.0300, 53250, 0.3222E+12,8000,7786,  0.0003,  3.1309,  101.02,  0.2891,  1.2332,  4.1592,  1.6375,  1.4934,  -1,  0.0540, -1.1360
 123403895,1,   0, 20.4400, 29670, 0.5239E+11,8000,7067,  0.0001,  0.0209,  329.56,  0.7365,  0.4909,  0.3721,  0.0157,  0.0052,   1,  1.4970, -1.5270
 123961964,1,   0,  9.2100, 43680, 0.3477E+11,8000,4366,  0.0001,  0.0038, 1099.31,  1.4067,  0.1986,  0.0503,  0.0022,  0.0016,  -1, -0.7830,  0.2510
 124303274,1,   0, 50.2400, 66340, 0.2880E+12,8000,3798,  0.0005,  0.2610, 1797.56,  0.9632,  1.4579,  0.1677,  0.2147,  0.0463,   1,  1.4240,  0.6350
 124748956,1,   0, 18.6000, 51810, 0.8326E+11,8000,4777,  0.0001,  0.0226,  234.65,  0.3793,  0.0682,  0.4756,  0.0137,  0.0090,   1,  1.0190,  0.1730
 124800165,1,   0, 61.5200, 25020, 0.1330E+12,8000,6483,  0.0001,  0.0903,  761.85,  0.8261,  0.9820,  0.4845,  0.0624,  0.0279,  -1, -0.0510, -0.9840
 124949523,1,   0, 10.6500, 75310, 0.6931E+11,8000,5000,  0.0001,  0.0161,  714.27,  0.8544,  0.2516,  0.0895,  0.0086,  0.0075,   1, -0.3600,  1.2840
 125492021,1,   0, 36.8800, 92800, 0.2957E+12,8000,2691,  0.0008,  0.3074, 1536.77,  0.8923,  0.9867,  0.1440,  0.2328,  0.0746,   1, -0.2940, -0.8610
 125855531,1,   0,  1.7700, 68020, 0.1043E+11,8000,7449,   0,  0.0013,  156.03,  0.8974,  0.9697,  0.0682,  0.0008,  0.0006,   1, -0.3070, -0.2270
 126161039,1,   0, 39.3500, 49290, 0.1676E+12,8000,3448,  0.0003,  0.0899, 1377.52,  0.9714,  0.7228,  0.1714,  0.0585,  0.0314,  -1,  0.3230, -0.9300
 126544605,1,   0, 23.6000, 92410, 0.1885E+12,8000,6845,  0.0002,  0.2257,1591,  1.2925,  0.8480,  0.0890,  0.1150,  0.1107,  -1, -1.3600,  0.4950
 126609853,1,   0, 39.3500, 49290, 0.1676E+12,8000,3448,  0.0003,  0.0899, 1377.52,  0.9714,  0.7228,  0.1714,  0.0585,  0.0314,  -1,  0.3230, -0.9300
 126818272,1,   0, 16.6800,104200, 0.1502E+12,8000,6270,  0.0002,  0.1045,  399.73,  0.4995,  0.1262,  0.2504,  0.0790,  0.0255,   1,  0.1490,  0.5820
 126999478,1,   0,  637.96, 31400, 0.1731E+13,8000,5343,  0.0023, 10.6012,  780.99,  0.3160,  1.9476,  4.9012,  7.0401,  3.5610,  -1,  1.1460, -0.7490
 127031409,1,   0,  556.26, 85530, 0.4111E+13,8000,4833,  0.0061, 55.4582, 9552.49,  1.2261,  0.8693,  0.3494, 33.2534, 22.2048,  -1, -0.4390, -0.6180
 127660942,1,   0,  771.02, 91040, 0.6065E+13,8000,3973,  0.0109,  115.48, 7261.32,  0.8839,  0.0080,  0.6371, 90.4744, 25.0033,  -1,  0.6100, -0.7970
 127705905,1,   0, 19.1800, 93510, 0.1549E+12,8000,6171,  0.0002,  0.1068, 1084.31,  0.9489,  0.0369,  0.1061,  0.0611,  0.0457,   1, -0.2840,  1.0010
 127846160,1,   0, 23.6000, 92410, 0.1885E+12,8000,6845,  0.0002,  0.2257,1591,  1.2925,  0.8480,  0.0890,  0.1150,  0.1107,  -1, -1.3600,  0.4950
 128151879,1,   0, 76.8100, 56200, 0.3729E+12,8000,6103,  0.0004,  0.6034, 1604.88,  0.9118,  0.7172,  0.2872,  0.4592,  0.1441,  -1, -0.0400, -0.0270
 128705246,1,   0, 22.4100, 18540, 0.3588E+11,8000,5200,   0,  0.0044,  326.27,  0.6374,  0.3873,  0.4120,  0.0031,  0.0013,  -1, -0.3900, -1.4530
 129057336,1,   0, 37.4500, 55590, 0.1799E+12,8000,  232.50,  0.0055,  0.9001,  762.83,  1.3155,  1.0220,  0.2946,  0.7248,  0.1753,   1,  0.0640, -1.0960
 129093121,1,   0,  110.08, 61170, 0.5818E+12,8000,3277,  0.0013,  1.0984,  397.79,  0.2816,  0.2436,  1.6603,  0.7365,  0.3619,  -1, -0.4740,  0.4840
 129177841,1,   0,  7.4400, 86810, 0.5581E+11,8000,3579,  0.0001,  0.0099,  297.63,  0.5033,  0.0124,  0.1500,  0.0066,  0.0033,  -1,  0.8500, -0.4390
 129275550,1,   0, 41.3600, 61720, 0.2206E+12,8000,  897.60,  0.0018,  0.3833,  164.80,  0.2906,  1.4133,  1.5057,  0.2399,  0.1434,  -1, -1.1010,  1.0660
 129899293,1,   0,  681.35, 67110, 0.3951E+13,8000,7671,  0.0037,  310.56, 1844.35,  0.7567,  1.5043,  2.2166,  176.22,  134.33,   1,  0.0640,  0.4390
 130006503,1,   0, 68.5200, 68750, 0.4070E+12,8000,1861,  0.0016,  0.7286, 1337.61,  0.7879,  0.2588,  0.3074,  0.4336,  0.2950,  -1, -1.4260, -0.8080
 130200786,1,   0, 88.0900, 15840, 0.1205E+12,8000,4942,  0.0002,  0.0483, 2188.97,  1.4952,  0.2948,  0.2415,  0.0299,  0.0184,  -1,  0.7440,  0.6660
 130410538,1,   0,  9.4200, 92820, 0.7558E+11,8000,3896,  0.0001,  0.0179,  376.15,  0.5299,  1.4596,  0.1503,  0.0095,  0.0084,   1,  0.4530,  0.9140
 130474644,1,   0, 19.0800, 60170, 0.9922E+11,8000,5491,  0.0001,  0.0359,  765.06,  0.8164,  0.2144,  0.1497,  0.0226,  0.0133,   1, -0.5420,  0.0540
 130496694,1,   0, 54.8600, 89650, 0.4250E+12,8000,2149,  0.0014,  0.7216, 2729.85,  1.2102,  0.5885,  0.1206,  0.4255,  0.2961,  -1, -1.4100,  1.0880
