object_id,submodel,sim_av,Cart_INDEX,Mejecta,Vejecta,Fnick,Kappagamma,Temperature
 111299712,1,  0.5762,   9,  0.0485, 7038.25,  0.0048, 19.2183, 4310.95
 111339082,1,  0.1046, 212,  1.1578, 6518.97,  0.1497,  0.4053, 4892.41
 111383639,1,  0.0573,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
 111420921,1,  0.1352, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 111424115,1,  0.1723,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 111441441,1,  0.5402, 103,  0.0441, 4743.50,  0.1139,  188.50, 1238.73
 111442737,1,  0.0330, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 111446972,1,  0.0480,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 111456646,1,  0.1388, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
 111458584,1,  0.1530, 130,  2.2611, 8516.38,  0.0065,  1.4435, 3531.22
 111472723,1,  0.4454,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 111478435,1,  0.0128, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
 111493272,1,  0.1920, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
 111503885,1,  0.5162, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 111523287,1,  0.2334,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 111531114,1,  0.4969, 221,  0.1595, 5683.75,  0.0508, 83.3421, 3666.10
 111533850,1,  0.4130, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 111540063,1,  0.1144,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 111562065,1,  0.0201,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 111598556,1,  0.0688,  18,  0.1640, 4745.01,  0.4832, 73.4662, 4322.66
 111607648,1,  0.1371,  83,  0.2014, 6561.50,  0.0043,  513.16, 4745.61
 111616178,1,  1.5869, 209,  0.7276, 9556.75,  0.4253,  3.8727, 4914.65
 111621957,1,  0.0933, 209,  0.7276, 9556.75,  0.4253,  3.8727, 4914.65
 111631241,1,  0.1759, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 111634002,1,  0.2054, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
 111637240,1,  0.0280,  78,  3.4726, 9341.65,  0.0051, 17.8184, 4632.09
 111641851,1,  0.0260, 154,  0.4295, 9132.76,  0.1591,  9.1045, 4746.11
 111654880,1,  0.3735, 169,  1.2971, 8166.86,  0.0102,  0.1404, 4684.27
 111672495,1,  0.1606,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
 111677844,1,  0.0858, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 111695009,1,  0.0995, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
 111701060,1,  0.0886, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 111708803,1,  0.3468, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
 111730410,1,  0.1883, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 111742786,1,  0.0240, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
 111781713,1,  0.0698, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
 111787572,1,  0.1584, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
 111790573,1,  0.4529,  59,  0.7146, 3972.96,  0.2830, 22.1214, 1350.92
 111796539,1,  0.6703, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 111863424,1,  0.0570, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
 111874296,1,  0.1076, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
 111874542,1,  0.0495,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 111887276,1,  0.5615,  94,  0.0501, 9445.71,  0.0235,  324.88, 3446.89
 111902244,1,  0.1390,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
 111906973,1,  1.0144, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
 111912210,1,  0.1994,   2,  3.3522, 9569.76,  0.0187,  0.1085, 4773.27
 111919156,1,  0.0776, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
 111951712,1,  0.0532,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
 111963644,1,  0.0472,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
 111972514,1,  0.0481,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 111972990,1,  0.0815, 177,  0.0753, 3403.03,  0.0028,  0.7621, 1663.22
 111984907,1,  0.0802, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 112033835,1,  0.8067, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
 112053480,1,  0.1247, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 112082351,1,  0.3123, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
 112085859,1,  0.0532, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
 112121135,1,  0.0729, 130,  2.2611, 8516.38,  0.0065,  1.4435, 3531.22
 112146322,1,  0.1063,   2,  3.3522, 9569.76,  0.0187,  0.1085, 4773.27
 112154223,1,  0.0610,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 112168274,1,  0.2274,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
 112193734,1,  0.1177,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 112206412,1,  0.0092, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
 112238083,1,  0.6659,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 112247721,1,  0.1795,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 112280120,1,  0.0415, 106,  0.9502, 8404.18,  0.0426,  109.53, 3931.43
 112298263,1,  0.0679, 187,  3.0185, 6874.71,  0.2378,  0.7268, 3687.29
 112330398,1,  0.0357,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 112334463,1,  0.0712,  97,  2.1400, 5770.23,  0.0046,  4.6610, 2386.78
 112367813,1,  0.0820, 143,  0.6128, 6627.87,  0.1994,  0.3490, 4166.89
 112382600,1,  0.0053, 221,  0.1595, 5683.75,  0.0508, 83.3421, 3666.10
 112409636,1,  0.2480, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
 112409842,1,  0.1302, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
 112418770,1,  0.6289, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
 112440267,1,  0.1241,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
 112498732,1,  2.1206,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 112499123,1,  0.1594, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
 112502493,1,  0.1176,  52,  0.7865, 4186.41,  0.2078,  2.7910, 4554.97
 112504724,1,  0.0281, 206,  3.6553, 3748.61,  0.0227,  3.7908, 3770.28
 112554714,1,  0.1014, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
 112568139,1,  0.0874,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 112574455,1,  0.2341,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
 112602497,1,  0.0209,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
 112619684,1,  0.0357, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
 112643832,1,  0.0009, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 112662419,1,  0.0303, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
 112663479,1,  0.2150,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
 112708916,1,  0.1673, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
 112717435,1,  0.2646,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
 112726308,1,  0.1498,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
 112800147,1,  0.1312, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 112818649,1,  0.0042, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 112829807,1,  0.2826, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
 112882298,1,  0.0221, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
 112895856,1,  0.1781,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 112896335,1,  0.9633, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 112932855,1,  0.0513, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 112956924,1,  0.0347, 169,  1.2971, 8166.86,  0.0102,  0.1404, 4684.27
 112977732,1,  0.1027,  24,  0.0621, 8453.72,  0.1164,  1.3410, 2110.00
 113007661,1,  0.1199, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 113010908,1,  0.2558, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
 113063954,1,  0.3597, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
 113097789,1,  0.0053, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
 113140510,1,  0.2353, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
 113157857,1,  0.0221,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
 113169337,1,  0.3264, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
 113171094,1,  0.3091, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 113172123,1,  0.0479,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 113177064,1,  0.0245, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 113189482,1,  0.0817, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 113197037,1,  0.0069, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
 113217546,1,  0.4205, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
 113219306,1,  0.3764,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 113224752,1,  0.0135, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
 113238958,1,  0.0281, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 113269473,1,  0.7995, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
 113270633,1,  0.0899, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
 113287126,1,  0.4350,   6,  0.0614, 3348.01,  0.0512, 38.0210, 2602.65
 113287463,1,  0.0200,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
 113306801,1,  1.4683, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
 113318701,1,  0.5860, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 113334639,1,  0.5813,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
 113344311,1,  0.1991, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 113358698,1,  0.0237,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
 113361074,1,  0.1433,  12,  0.1259, 8565.72,  0.0060,  1.0413, 1917.15
 113363598,1,  0.1706, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
 113403636,1,  0.0926, 205,  0.1141, 3860.49,  0.2373,  3.6289, 3470.48
 113407742,1,  0.0462, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
 113408748,1,  0.1633,  78,  3.4726, 9341.65,  0.0051, 17.8184, 4632.09
 113435522,1,  0.0252, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
 113454788,1,  0.2588, 119,  1.9674, 4702.96,  0.0067,  229.14, 2100.42
 113457080,1,  0.0018, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
 113465980,1,  0.1773, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
 113475056,1,  0.0643, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
 113475890,1,  0.3722, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
 113497728,1,  1.2418, 139,  0.0660, 6656.66,  0.0037,  0.1050, 4081.69
 113512569,1,  1.9369,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
 113514150,1,  0.0582,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
 113538358,1,  0.0940, 215,  0.3386, 4188.56,  0.4037, 96.3144, 3553.54
 113544439,1,  0.0971, 105,  0.3041, 4393.62,  0.2209, 11.1952, 2649.25
 113546679,1,  0.0875, 164,  0.2681, 4118.28,  0.0090, 48.6520, 1498.26
 113549912,1,  0.1048,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
 113558986,1,  0.0483, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
 113563245,1,  0.0455, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
 113572400,1,  0.2166,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
 113595040,1,  0.4857, 210,  2.4692, 9643.91,  0.0251,  0.3152, 4838.06
 113602603,1,  0.0926,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
 113633354,1,  0.0169, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
 113659280,1,  0.0755, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
 113681499,1,  0.2400, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 113686077,1,  0.0124, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
 113693423,1,  0.4067, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 113728694,1,  0.0153, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 113767688,1,  0.1061, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
 113776836,1,  0.0404, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
 113784134,1,  0.1980, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
 113789519,1,  0.0532, 119,  1.9674, 4702.96,  0.0067,  229.14, 2100.42
 113794211,1,  0.0999,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 113802575,1,  0.0213, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
 113822160,1,  0.0692, 123,  0.1153, 6433.32,  0.0614, 90.5747, 2968.16
 113829192,1,  0.1645, 183,  1.3293, 8030.25,  0.2418, 45.5783, 3963.89
 113829528,1,  0.1347,  62,  0.7323, 6457.12,  0.0026, 51.8076, 3423.59
 113834946,1,  0.0874, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 113838626,1,  1.1128, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
 113851784,1,  0.0889, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 113864503,1,  0.1010,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
 113876929,1,  0.1584, 185,  1.1395, 3864.34,  0.0393,  513.86, 2154.51
 113881989,1,  0.0194, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
 113906659,1,  0.1696,  14,  0.1698, 3590.12,  0.3925, 91.9875, 2379.64
 113909890,1,  0.2353, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
 113919110,1,  0.0204, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 113919556,1,  0.0107, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
 113927128,1,  0.0660, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
 113941991,1,  0.1923, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 113943563,1,  0.1329,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 113956244,1,  0.2703,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
 113979461,1,  0.0697, 103,  0.0441, 4743.50,  0.1139,  188.50, 1238.73
 113981538,1,  0.0133, 141,  0.2165, 8942.58,  0.0154,  0.6805, 3151.88
 113984301,1,  0.1847, 131,  0.1026, 8878.87,  0.6646,  1.7773, 2339.53
 114008609,1,  0.0496, 127,  0.2353, 7695.68,  0.0049,  4.4954, 1459.82
 114012462,1,  0.2026,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 114019253,1,  0.2760, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 114025271,1,  0.0267, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 114026092,1,  0.0119, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
 114044305,1,  0.4612, 142,  0.0401, 9343.24,  0.0049,  527.02, 2898.94
 114053761,1,  0.2628, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
 114067956,1,  0.0434,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
 114077039,1,  0.0572, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 114087068,1,  0.0507,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
 114126635,1,  0.0234,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
 114136548,1,  0.0052, 103,  0.0441, 4743.50,  0.1139,  188.50, 1238.73
 114141650,1,  0.1850,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
 114144527,1,  0.0251,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 114149101,1,  0.0031,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 114162867,1,  0.1345, 130,  2.2611, 8516.38,  0.0065,  1.4435, 3531.22
 114172898,1,  0.1038,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
 114175458,1,  0.0865, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 114179511,1,  0.1023, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
 114202948,1,  0.0498,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
 114210743,1,  0.0307, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
 114223223,1,  0.0072, 210,  2.4692, 9643.91,  0.0251,  0.3152, 4838.06
 114225944,1,  0.0723, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 114245478,1,  0.0183, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
 114248758,1,  0.0193, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
 114250886,1,  0.0858,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 114263671,1,  0.2322,  17,  0.2831, 8971.46,  0.1798, 19.7661, 4095.27
 114284308,1,  0.1243, 141,  0.2165, 8942.58,  0.0154,  0.6805, 3151.88
 114299842,1,  0.1097,  12,  0.1259, 8565.72,  0.0060,  1.0413, 1917.15
 114305979,1,  0.1739, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
 114337087,1,  0.1616, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
 114339807,1,  0.3903, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
 114347292,1,  0.4440,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
 114354509,1,  0.2846, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
 114360490,1,  0.1580,  29,  3.4985, 9859.87,  0.0841,  354.93, 1526.96
 114421041,1,  0.2234,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 114423447,1,  0.0989,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
 114431284,1,  0.1405,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
 114436841,1,  1.1225, 169,  1.2971, 8166.86,  0.0102,  0.1404, 4684.27
 114468710,1,  0.1561,  48,  0.3263, 7995.77,  0.5049, 10.8952, 1468.07
 114479779,1,  0.0204, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
 114489648,1,  0.0965, 176,  3.0891, 7261.33,  0.1679,  0.2012, 2144.21
 114505195,1,  0.0047, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 114507423,1,  0.1267, 104,  0.3466, 5854.19,  0.1667, 41.4651, 4789.56
 114514483,1,  0.0966, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 114518379,1,  0.0519, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
 114526224,1,  0.0344, 171,  0.1322, 3881.28,  0.0321, 40.0665, 2075.19
 114537400,1,  0.4791,   8,  0.2393, 6796.13,  0.0035, 66.8446, 4091.68
 114547435,1,  0.1256, 174,  0.9674, 4727.59,  0.1474,  366.94, 2615.61
 114590800,1,  0.1441,  88,  1.7241, 5084.32,  0.0695, 12.8496, 2791.87
 114626804,1,  0.0020,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 114674840,1,  0.0135,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 114677647,1,  0.2025, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
 114736508,1,  0.0283, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
 114774838,1,  0.1931,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
 114790828,1,  0.2736, 104,  0.3466, 5854.19,  0.1667, 41.4651, 4789.56
 114790966,1,  0.0019,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
 114794574,1,  0.0307,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
 114795391,1,  0.0081,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
 114802201,1,  0.1442, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
 114807326,1,  0.4525,  97,  2.1400, 5770.23,  0.0046,  4.6610, 2386.78
 114812358,1,  0.3294, 187,  3.0185, 6874.71,  0.2378,  0.7268, 3687.29
 114817864,1,  0.2372,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 114834914,1,  1.1195, 141,  0.2165, 8942.58,  0.0154,  0.6805, 3151.88
 114842717,1,  0.1060, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
 114848313,1,  0.0326, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
 114852474,1,  0.4495, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
 114853033,1,  0.0693, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 114856007,1,  0.4024, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
 114861150,1,  0.0165,  33,  0.1130, 7012.26,  0.3519,  972.48, 4456.41
 114879723,1,  0.0408, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
 114886433,1,  0.0334, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
 114897830,1,  0.4650, 174,  0.9674, 4727.59,  0.1474,  366.94, 2615.61
 114947940,1,  0.3691,   6,  0.0614, 3348.01,  0.0512, 38.0210, 2602.65
 114952044,1,  0.1943, 224,  0.5689, 8992.53,  0.0986, 13.7834, 3423.36
 114962014,1,  0.0864,  63,  0.2216, 3985.11,  0.0022,  0.4288, 4495.15
 114962078,1,  0.0048, 105,  0.3041, 4393.62,  0.2209, 11.1952, 2649.25
 114963571,1,  0.0490,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 114964750,1,  0.0572, 211,  0.9917, 9866.03,  0.0029,  447.67, 2635.86
 114968555,1,  0.0648,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
 114979164,1,  0.3113, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 115029026,1,  0.0276, 207,  0.1816, 4061.58,  0.0570,  3.1043, 3520.30
 115030226,1,  0.0006,   9,  0.0485, 7038.25,  0.0048, 19.2183, 4310.95
 115037127,1,  0.4160, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
 115071702,1,  0.0836,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
 115073067,1,  0.1395,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115085913,1,  0.0977, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
 115086623,1,  0.0109,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115106536,1,  0.0978, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
 115116441,1,  0.0660, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 115117688,1,  0.2131, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 115118848,1,  0.1219, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 115186534,1,  0.2062, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
 115241092,1,  0.0159, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
 115257588,1,  0.1522, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
 115264133,1,  0.0312, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
 115266877,1,  0.0799, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
 115290526,1,  0.1021,  56,  0.8386, 3199.00,  0.0024,  0.1767, 3435.07
 115313499,1,  0.0497, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
 115315219,1,  0.0787,  97,  2.1400, 5770.23,  0.0046,  4.6610, 2386.78
 115332861,1,  0.2540,  97,  2.1400, 5770.23,  0.0046,  4.6610, 2386.78
 115340282,1,  1.1291,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
 115344065,1,  0.1613,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 115351027,1,  0.6681,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115388365,1,  0.0650,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
 115390726,1,  0.1632,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115396634,1,  0.0132,  97,  2.1400, 5770.23,  0.0046,  4.6610, 2386.78
 115402548,1,  0.1426, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
 115404274,1,  0.0453,  68,  1.8351, 8932.59,  0.0538,  0.4261, 2350.79
 115407354,1,  0.0557, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
 115408097,1,  0.1111,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
 115428680,1,  0.0756, 156,  1.5499, 7268.07,  0.4048,  0.7002, 2843.31
 115433806,1,  0.0927, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
 115440600,1,  0.2521,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115443029,1,  0.2114, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
 115444145,1,  0.1418,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115444214,1,  0.0104, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
 115449248,1,  0.1240, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
 115476311,1,  0.0797,  62,  0.7323, 6457.12,  0.0026, 51.8076, 3423.59
 115495068,1,  0.0289, 127,  0.2353, 7695.68,  0.0049,  4.4954, 1459.82
 115497276,1,  0.0186,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 115507190,1,  0.0655,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
 115507364,1,  0.0222,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
 115519854,1,  0.4699, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
 115522659,1,  0.3515, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
 115562214,1,  0.7869, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
